Sensor,Time_UTC,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I39,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,4390","5,4650","18,10","21,17","25,68",
I39,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,4390","5,4650","9,78","10,74","14,38",
I39,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,4390","5,4650","10,49","12,68","17,55",
I39,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,4390","5,4650","8,02","9,28","12,98",
I39,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,4390","5,4650","7,96","8,80","12,01",
I39,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,4389","5,4650","10,20","11,56","15,31",
I39,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,4389","5,4650","10,87","12,04","15,66",
I39,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,4390","5,4650","7,26","8,69","12,83",
I39,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,4390","5,4650","8,14","9,16","12,78",
I39,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,4390","5,4650","5,67","8,09","12,96",
I39,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,4390","5,4650","4,93","7,11","12,86",
I39,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,4390","5,4650","6,95","8,91","13,74",
I39,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,4390","5,4650","7,39","9,47","14,55",
I39,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,4390","5,4650","13,84","16,00","20,97",
I39,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,4390","5,4650","12,50","15,27","21,15",
I39,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,4390","5,4650","9,55","13,00","18,99",
I39,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,4390","5,4650","14,48","17,67","23,81",
I39,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4390","5,4650","19,67","22,42","28,08",
I39,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4390","5,4650","30,24","33,98","39,74",
I39,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4390","5,4650","24,40","26,99","32,30",
I39,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4389","5,4650","27,94","30,51","35,83",
I39,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4389","5,4650","27,71","30,82","36,50",
I39,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4389","5,4650","21,08","23,02","28,44",
I39,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4389","5,4650","15,69","17,62","22,71",
I39,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4389","5,4650","6,79","7,95","11,87",
I39,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4389","5,4650","9,67","11,52","15,88",
I39,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4389","5,4650","7,14","9,18","14,82",
I39,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4389","5,4650","5,96","7,41","11,64",
I39,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4390","5,4650","13,51","15,28","19,93",
I39,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4391","5,4650","10,17","12,21","17,41",
I39,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4391","5,4650","7,64","9,11","13,92",
I39,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4391","5,4650","21,81","23,79","27,59",
I39,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4391","5,4650","19,51","21,44","24,76",
I39,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4391","5,4650","5,70","6,45","9,60",
I39,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4391","5,4650","8,96","10,05","14,03",
I39,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4391","5,4650","8,49","9,75","13,65",
I39,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4391","5,4650","16,09","17,85","22,32",
I39,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4391","5,4650","15,53","18,14","24,77",
I39,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4391","5,4650","14,07","16,95","22,35",
I39,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4391","5,4650","12,94","14,50","18,47",
I39,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4391","5,4650","12,07","14,11","18,14",
I39,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4391","5,4650","6,05","7,80","13,23",
I39,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4391","5,4650","5,56","8,24","14,16",
I39,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4390","5,4650","3,41","4,76","9,01",
I39,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4390","5,4650","4,40","6,62","12,17",
I39,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4390","5,4650","3,20","4,73","10,11",
I39,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4390","5,4650","3,60","4,76","8,58",
I39,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4390","5,4650","2,44","3,09","6,11",
I39,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4389","5,4650","2,66","4,01","8,69",
I39,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4389","5,4650","2,63","3,94","8,13",
I39,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4389","5,4650","6,17","8,54","13,28",
I39,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4390","5,4650","19,63","21,66","25,45",
I40,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,4527","5,4851","5,41","6,87","12,03",
I40,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,4528","5,4850","5,38","6,57","10,48",
I40,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,4528","5,4850","10,23","11,70","15,77",
I40,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,4528","5,4850","4,03","5,31","9,93",
I40,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,4527","5,4852","14,82","16,25","20,55",
I40,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,4527","5,4852","14,98","16,17","20,12",
I40,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,4527","5,4852","14,21","15,29","18,84",
I40,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,4528","5,4850","2,89","3,62","6,81",
I40,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,4528","5,4850","3,26","4,42","8,54",
I40,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,4528","5,4851","5,40","7,54","12,47",
I40,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,4528","5,4851","4,36","5,62","9,66",
I40,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,4528","5,4851","6,81","7,80","11,08",
I40,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,4528","5,4851","12,91","14,11","16,98",
I40,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,4528","5,4851","12,08","13,34","16,84",
I40,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,4528","5,4851","15,11","17,62","23,56",
I40,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,4528","5,4851","14,09","17,72","24,70",
I40,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,4528","5,4851","10,41","12,37","16,97",
I40,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,4527","5,4851","9,10","11,80","17,56",
I40,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,4527","5,4851","19,08","22,60","27,21",
I40,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,4527","5,4851","13,37","14,43","18,04",
I40,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,4527","5,4851","13,54","15,55","20,55",
I40,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,4528","5,4851","10,48","11,67","15,25",
I40,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,4528","5,4851","9,57","10,61","14,07",
I40,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,4527","5,4852","12,72","14,20","17,82",
I40,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,4527","5,4852","13,20","14,40","18,09",
I40,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,4528","5,4852","8,23","9,26","12,62",
I40,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,4528","5,4851","9,54","10,62","13,91",
I40,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,4528","5,4851","5,81","7,97","13,29",
I40,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,4528","5,4851","4,84","6,71","11,92",
I40,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,4528","5,4851","7,95","9,73","14,70",
I40,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,4528","5,4851","8,43","10,28","15,22",
I40,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,4528","5,4850","16,76","18,76","23,66",
I40,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,4528","5,4850","14,31","16,79","22,21",
I40,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,4528","5,4850","10,73","13,98","20,11",
I40,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,4529","5,4850","17,30","20,30","26,21",
I40,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4528","5,4850","22,67","25,35","30,82",
I40,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4528","5,4851","32,15","35,92","41,82",
I40,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4527","5,4851","27,38","30,13","35,55",
I40,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4527","5,4851","28,31","31,20","36,29",
I40,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4528","5,4851","26,33","29,52","34,97",
I40,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4528","5,4850","21,35","23,33","27,77",
I40,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4528","5,4850","19,02","20,95","25,88",
I40,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4528","5,4850","9,15","10,30","14,25",
I40,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4528","5,4850","12,34","14,04","18,59",
I40,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4528","5,4850","9,59","11,38","16,58",
I40,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4528","5,4851","8,46","9,69","13,72",
I40,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4528","5,4851","17,34","18,98","23,67",
I40,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4528","5,4851","11,64","13,59","18,57",
I40,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4528","5,4851","9,68","11,00","15,29",
I40,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4528","5,4850","23,61","25,95","30,02",
I40,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4528","5,4850","21,48","23,54","26,53",
I40,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4528","5,4851","7,53","8,25","11,36",
I40,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4527","5,4851","11,49","12,41","16,00",
I40,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4528","5,4850","11,33","12,50","16,10",
I40,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4528","5,4850","20,00","22,03","26,82",
I40,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4528","5,4850","18,10","20,78","28,21",
I40,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4528","5,4851","16,63","19,84","26,08",
I40,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4528","5,4851","14,77","16,33","20,50",
I40,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4528","5,4851","15,06","17,01","21,43",
I40,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4527","5,4852","7,86","9,29","13,83",
I40,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4527","5,4852","6,07","8,46","14,43",
I40,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4527","5,4852","4,36","5,65","9,59",
I40,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4527","5,4852","5,02","7,02","12,49",
I40,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4527","5,4852","3,77","5,18","9,95",
I40,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4527","5,4852","4,29","5,27","8,70",
I40,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4528","5,4851","3,20","3,79","6,81",
I40,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4528","5,4851","2,81","3,96","8,61",
I40,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4528","5,4851","2,96","4,08","8,16",
I40,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4528","5,4851","7,13","9,25","13,87",
I40,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4528","5,4851","22,61","24,39","27,94",
I41,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,4320","5,6272","6,57","7,93","14,11",
I41,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,4320","5,6272","5,84","6,98","11,96",
I41,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,4320","5,6272","9,65","11,03","16,20",
I41,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,4320","5,6272","4,93","6,02","11,96",
I41,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,4320","5,6272","12,84","14,09","19,14",
I41,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,4320","5,6272","13,55","14,66","19,32",
I41,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,4320","5,6272","14,65","15,75","20,12",
I41,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,4320","5,6272","3,73","4,34","7,92",
I41,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,4320","5,6272","3,80","4,80","10,03",
I41,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,4320","5,6272","5,63","7,68","14,87",
I41,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,4320","5,6272","5,21","6,41","11,68",
I41,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,4320","5,6272","6,52","7,34","11,00",
I41,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,4320","5,6272","9,69","10,65","13,59",
I41,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,4320","5,6272","11,13","12,20","16,02",
I41,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,4320","5,6272","13,58","15,54","21,01",
I41,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,4320","5,6272","13,76","16,99","26,12",
I41,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,4320","5,6272","11,71","13,64","19,31",
I41,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,4320","5,6272","9,26","12,04","21,29",
I41,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,4320","5,6272","17,45","21,65","26,65",
I41,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,4320","5,6272","12,99","13,93","17,99",
I41,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,4320","5,6272","11,08","12,95","19,50",
I41,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,4320","5,6272","8,16","9,06","12,85",
I41,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,4320","5,6272","7,40","8,03","11,44",
I41,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,4320","5,6272","11,75","13,26","17,79",
I41,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,4320","5,6272","13,27","14,95","19,81",
I41,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,4320","5,6272","8,41","9,60","13,79",
I41,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,4320","5,6272","10,11","11,47","15,26",
I41,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,4320","5,6272","7,49","10,17","19,48",
I41,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,4320","5,6272","6,28","8,39","17,13",
I41,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,4320","5,6272","8,88","10,92","18,57",
I41,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,4320","5,6272","9,62","11,81","20,44",
I41,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,4320","5,6272","18,02","20,72","27,75",
I41,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,4320","5,6272","15,60","18,86","28,63",
I41,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,4320","5,6272","10,09","13,18","22,67",
I41,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,4320","5,6272","17,23","20,25","28,59",
I41,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,4320","5,6272","20,62","23,63","30,31",
I41,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,4320","5,6272","27,11","32,04","38,53",
I41,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,4320","5,6272","24,15","27,24","32,95",
I41,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,4320","5,6272","22,16","24,62","29,43",
I41,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,4320","5,6272","23,18","26,25","31,85",
I41,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,4320","5,6272","20,40","22,51","27,68",
I41,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,4320","5,6272","18,25","20,15","25,59",
I41,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,4320","5,6272","9,62","10,64","14,97",
I41,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,4320","5,6272","12,41","13,95","19,58",
I41,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,4320","5,6272","10,88","12,61","19,69",
I41,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,4320","5,6272","7,95","8,87","13,97",
I41,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,4320","5,6272","15,12","16,66","21,65",
I41,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,4320","5,6272","12,59","14,73","21,73",
I41,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,4320","5,6272","8,46","9,70","15,31",
I41,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,4320","5,6272","18,54","20,59","25,04",
I41,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,4320","5,6272","17,08","18,86","22,72",
I41,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,4320","5,6272","7,78","8,48","11,87",
I41,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,4320","5,6272","11,45","12,52","16,78",
I41,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,4320","5,6272","11,05","12,15","16,43",
I41,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,4320","5,6272","14,57","16,13","20,94",
I41,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,4320","5,6272","16,76","19,28","26,98",
I41,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,4320","5,6272","14,61","17,40","24,34",
I41,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,4320","5,6272","15,58","17,29","21,77",
I41,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,4320","5,6272","13,20","14,47","18,88",
I41,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,4320","5,6272","8,45","9,77","15,83",
I41,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,4320","5,6272","6,20","8,26","17,18",
I41,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,4320","5,6272","5,50","7,09","12,90",
I41,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,4320","5,6272","5,54","7,61","16,26",
I41,2021-10-01 00:00:00,2021-10-01 02:00:00,"51,4320","5,6272","4,20","5,43","12,04",
I41,2021-10-02 00:00:00,2021-10-02 02:00:00,"51,4320","5,6272","4,76","5,64","9,97",
I41,2021-10-03 00:00:00,2021-10-03 02:00:00,"51,4320","5,6272","4,40","4,99","8,53",
I41,2021-10-04 00:00:00,2021-10-04 02:00:00,"51,4320","5,6272","3,74","4,93","11,30",
I41,2021-10-05 00:00:00,2021-10-05 02:00:00,"51,4320","5,6272","4,02","5,06","10,30",
I41,2021-10-06 00:00:00,2021-10-06 02:00:00,"51,4320","5,6272","6,89","8,84","15,91",
I41,2021-10-07 00:00:00,2021-10-07 02:00:00,"51,4320","5,6272","18,64","20,13","24,06",
I42,2021-07-30 00:00:00,2021-07-30 02:00:00,"51,5923","5,7812","6,76","8,34","20,75",
I42,2021-07-31 00:00:00,2021-07-31 02:00:00,"51,5923","5,7813","6,49","7,76","16,92",
I42,2021-08-01 00:00:00,2021-08-01 02:00:00,"51,5923","5,7812","11,67","13,29","21,02",
I42,2021-08-02 00:00:00,2021-08-02 02:00:00,"51,5923","5,7812","5,21","6,48","13,56",
I42,2021-08-03 00:00:00,2021-08-03 02:00:00,"51,5923","5,7812","13,40","14,83","21,10",
I42,2021-08-04 00:00:00,2021-08-04 02:00:00,"51,5923","5,7812","10,61","11,59","17,46",
I42,2021-08-05 00:00:00,2021-08-05 02:00:00,"51,5923","5,7812","15,48","16,67","22,44",
I42,2021-08-06 00:00:00,2021-08-06 02:00:00,"51,5923","5,7812","4,04","4,67","10,21",
I42,2021-08-07 00:00:00,2021-08-07 02:00:00,"51,5923","5,7812","4,35","5,52","13,59",
I42,2021-08-08 00:00:00,2021-08-08 02:00:00,"51,5923","5,7812","6,14","8,36","21,33",
I42,2021-08-09 00:00:00,2021-08-09 02:00:00,"51,5923","5,7812","5,42","6,78","15,79",
I42,2021-08-10 00:00:00,2021-08-10 02:00:00,"51,5923","5,7812","6,82","7,77","14,26",
I42,2021-08-11 00:00:00,2021-08-11 02:00:00,"51,5923","5,7812","10,15","11,18","15,82",
I42,2021-08-12 00:00:00,2021-08-12 02:00:00,"51,5923","5,7813","12,63","13,91","20,48",
I42,2021-08-13 00:00:00,2021-08-13 02:00:00,"51,5923","5,7812","13,17","15,30","24,51",
I42,2021-08-14 00:00:00,2021-08-14 02:00:00,"51,5923","5,7812","13,27","16,94","34,22",
I42,2021-08-15 00:00:00,2021-08-15 02:00:00,"51,5923","5,7812","11,21","13,24","23,65",
I42,2021-08-16 00:00:00,2021-08-16 02:00:00,"51,5923","5,7812","9,41","12,30","28,52",
I42,2021-08-17 00:00:00,2021-08-17 02:00:00,"51,5923","5,7812","16,07","20,23","29,44",
I42,2021-08-18 00:00:00,2021-08-18 02:00:00,"51,5923","5,7812","12,13","13,17","19,61",
I42,2021-08-19 00:00:00,2021-08-19 02:00:00,"51,5923","5,7813","17,85","20,23","32,39",
I42,2021-08-20 00:00:00,2021-08-20 02:00:00,"51,5923","5,7812","12,32","13,44","19,31",
I42,2021-08-21 00:00:00,2021-08-21 02:00:00,"51,5923","5,7812","10,89","11,74","17,03",
I42,2021-08-22 00:00:00,2021-08-22 02:00:00,"51,5923","5,7812","12,85","14,89","21,07",
I42,2021-08-23 00:00:00,2021-08-23 02:00:00,"51,5923","5,7812","12,12","13,36","18,54",
I42,2021-08-24 00:00:00,2021-08-24 02:00:00,"51,5923","5,7812","8,71","9,81","15,04",
I42,2021-08-25 00:00:00,2021-08-25 02:00:00,"51,5923","5,7812","9,61","10,58","14,69",
I42,2021-08-26 00:00:00,2021-08-26 02:00:00,"51,5923","5,7812","7,00","9,33","16,77",
I42,2021-08-27 00:00:00,2021-08-27 02:00:00,"51,5923","5,7812","5,76","7,71","16,05",
I42,2021-08-28 00:00:00,2021-08-28 02:00:00,"51,5923","5,7812","7,51","9,18","16,21",
I42,2021-08-29 00:00:00,2021-08-29 02:00:00,"51,5923","5,7812","8,39","10,13","17,37",
I42,2021-08-30 00:00:00,2021-08-30 02:00:00,"51,5923","5,7812","15,46","17,44","25,39",
I42,2021-08-31 00:00:00,2021-08-31 02:00:00,"51,5923","5,7812","13,69","16,43","27,57",
I42,2021-09-01 00:00:00,2021-09-01 02:00:00,"51,5923","5,7812","9,88","12,82","21,71",
I42,2021-09-02 00:00:00,2021-09-02 02:00:00,"51,5923","5,7812","14,99","17,96","26,91",
I42,2021-09-03 00:00:00,2021-09-03 02:00:00,"51,5923","5,7813","20,71","23,48","31,15",
I42,2021-09-04 00:00:00,2021-09-04 02:00:00,"51,5923","5,7812","27,30","30,43","37,31",
I42,2021-09-05 00:00:00,2021-09-05 02:00:00,"51,5923","5,7812","22,62","25,08","31,27",
I42,2021-09-06 00:00:00,2021-09-06 02:00:00,"51,5923","5,7812","20,30","22,08","27,10",
I42,2021-09-07 00:00:00,2021-09-07 02:00:00,"51,5923","5,7812","22,27","24,61","31,06",
I42,2021-09-08 00:00:00,2021-09-08 02:00:00,"51,5923","5,7812","19,10","20,83","26,69",
I42,2021-09-09 00:00:00,2021-09-09 02:00:00,"51,5923","5,7812","18,40","20,38","31,13",
I42,2021-09-10 00:00:00,2021-09-10 02:00:00,"51,5923","5,7812","10,97","12,13","18,81",
I42,2021-09-11 00:00:00,2021-09-11 02:00:00,"51,5923","5,7812","13,37","15,05","23,70",
I42,2021-09-12 00:00:00,2021-09-12 02:00:00,"51,5923","5,7812","11,35","13,32","23,79",
I42,2021-09-13 00:00:00,2021-09-13 02:00:00,"51,5923","5,7812","7,22","8,24","13,55",
I42,2021-09-14 00:00:00,2021-09-14 02:00:00,"51,5923","5,7812","15,62","17,15","23,96",
I42,2021-09-15 00:00:00,2021-09-15 02:00:00,"51,5923","5,7812","12,82","14,65","21,55",
I42,2021-09-16 00:00:00,2021-09-16 02:00:00,"51,5923","5,7812","9,70","11,03","18,82",
I42,2021-09-17 00:00:00,2021-09-17 02:00:00,"51,5923","5,7812","22,54","24,98","31,93",
I42,2021-09-18 00:00:00,2021-09-18 02:00:00,"51,5923","5,7812","16,53","17,75","22,16",
I42,2021-09-19 00:00:00,2021-09-19 02:00:00,"51,5923","5,7812","7,31","7,86","11,31",
I42,2021-09-20 00:00:00,2021-09-20 02:00:00,"51,5923","5,7812","10,51","11,39","15,82",
I42,2021-09-21 00:00:00,2021-09-21 02:00:00,"51,5923","5,7813","11,19","12,44","18,17",
I42,2021-09-22 00:00:00,2021-09-22 02:00:00,"51,5923","5,7812","19,16","21,46","30,11",
I42,2021-09-23 00:00:00,2021-09-23 02:00:00,"51,5923","5,7812","16,29","19,21","31,10",
I42,2021-09-24 00:00:00,2021-09-24 02:00:00,"51,5923","5,7813","15,79","19,42","33,83",
I42,2021-09-25 00:00:00,2021-09-25 02:00:00,"51,5923","5,7812","14,42","16,04","22,58",
I42,2021-09-26 00:00:00,2021-09-26 02:00:00,"51,5923","5,7812","13,83","15,26","23,67",
I42,2021-09-27 00:00:00,2021-09-27 02:00:00,"51,5923","5,7813","9,28","10,90","21,36",
I42,2021-09-28 00:00:00,2021-09-28 02:00:00,"51,5923","5,7812","6,32","9,04","25,35",
I42,2021-09-29 00:00:00,2021-09-29 02:00:00,"51,5923","5,7812","5,21","6,58","15,18",
I42,2021-09-30 00:00:00,2021-09-30 02:00:00,"51,5923","5,7812","5,34","7,53","21,72",
