Sensor,Time_UTC,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I51,2023-08-23 00:00:00,2023-08-23 02:00:00,"51,4692","5,6347","3,59","4,53","8,70",20
I51,2023-08-24 00:00:00,2023-08-24 02:00:00,"51,4692","5,6347","5,99","7,41","12,27",17
I51,2023-08-25 00:00:00,2023-08-25 02:00:00,"51,4693","5,6347","11,24","12,86","17,48",8
I51,2023-08-26 00:00:00,2023-08-26 02:00:00,"51,4692","5,6348","1,42","2,25","6,48",10
I51,2023-08-27 00:00:00,2023-08-27 02:00:00,"51,4692","5,6348","0,31","0,88","4,54",10
I51,2023-08-28 00:00:00,2023-08-28 02:00:00,"51,4692","5,6348","2,08","2,67","5,94",17
I51,2023-08-29 00:00:00,2023-08-29 02:00:00,"51,4693","5,6348","3,40","4,10","7,39",19
I51,2023-08-30 00:00:00,2023-08-30 02:00:00,"51,4692","5,6347","3,50","4,59","8,73",17
I51,2023-08-31 00:00:00,2023-08-31 02:00:00,"51,4692","5,6347","3,20","4,46","8,61",18
I51,2023-09-01 00:00:00,2023-09-01 02:00:00,"51,4693","5,6348","4,03","4,93","8,36",15
I51,2023-09-02 00:00:00,2023-09-02 02:00:00,"51,4693","5,6348","12,60","13,92","17,10",14
I51,2023-09-03 00:00:00,2023-09-03 02:00:00,"51,4692","5,6348","7,84","8,86","12,30",15
I51,2023-09-04 00:00:00,2023-09-04 02:00:00,"51,4693","5,6349","5,61","6,53","10,18",26
I51,2023-09-05 00:00:00,2023-09-05 02:00:00,"51,4692","5,6348","3,29","4,10","7,80",28
I51,2023-09-06 00:00:00,2023-09-06 02:00:00,"51,4692","5,6349","6,07","7,06","10,84",40
I51,2023-09-07 00:00:00,2023-09-07 02:00:00,"51,4692","5,6348","7,55","8,76","13,00",31
I52,2023-06-30 00:00:00,2023-06-30 02:00:00,"51,4775","5,6568","2,23","3,69","10,51",18
I52,2023-07-01 00:00:00,2023-07-01 02:00:00,"51,4777","5,6568","1,36","2,11","6,29",8
I52,2023-07-02 00:00:00,2023-07-02 02:00:00,"51,4777","5,6568","9,62","13,50","21,92",8
I52,2023-07-03 00:00:00,2023-07-03 02:00:00,"51,4777","5,6568","6,00","9,92","20,01",14
I52,2023-07-04 00:00:00,2023-07-04 02:00:00,"51,4782","5,6568","5,78","8,83","17,24",20
I52,2023-07-05 00:00:00,2023-07-05 02:00:00,"51,4778","5,6568","3,02","4,10","8,84",17
I52,2023-07-06 00:00:00,2023-07-06 02:00:00,"51,4776","5,6568","4,07","5,91","12,18",29
I52,2023-07-07 00:00:00,2023-07-07 02:00:00,"51,4774","5,6567","5,24","6,52","11,15",45
I52,2023-07-08 00:00:00,2023-07-08 02:00:00,"51,4774","5,6567","9,00","10,55","15,82",29
I52,2023-07-09 00:00:00,2023-07-09 02:00:00,"51,4775","5,6567","10,42","12,52","18,47",14
I52,2023-07-10 00:00:00,2023-07-10 02:00:00,"51,4774","5,6568","3,11","4,77","11,02",18
I52,2023-07-11 00:00:00,2023-07-11 02:00:00,"51,4774","5,6567","3,09","4,40","10,12",24
I52,2023-07-12 00:00:00,2023-07-12 02:00:00,"51,4776","5,6568","2,51","4,26","10,88",15
I52,2023-07-13 00:00:00,2023-07-13 02:00:00,"51,4775","5,6568","3,70","5,68","12,24",25
I52,2023-07-14 00:00:00,2023-07-14 02:00:00,"51,4774","5,6568","3,94","5,18","10,26",31
I52,2023-07-15 00:00:00,2023-07-15 02:00:00,"51,4774","5,6568","2,39","3,44","8,37",13
I52,2023-07-16 00:00:00,2023-07-16 02:00:00,"51,4774","5,6568","3,87","5,44","10,51",8
I52,2023-07-17 00:00:00,2023-07-17 02:00:00,"51,4774","5,6567","4,07","5,63","11,25",17
I52,2023-07-18 00:00:00,2023-07-18 02:00:00,"51,4775","5,6567","2,36","3,28","7,57",23
I52,2023-07-19 00:00:00,2023-07-19 02:00:00,"51,4774","5,6567","2,03","3,28","8,96",22
I52,2023-07-20 00:00:00,2023-07-20 02:00:00,"51,4774","5,6567","2,60","3,41","7,68",16
I52,2023-07-21 00:00:00,2023-07-21 02:00:00,"51,4774","5,6567","6,93","7,97","12,09",22
I52,2023-07-22 00:00:00,2023-07-22 02:00:00,"51,4774","5,6567","6,41","7,73","12,85",14
I52,2023-07-23 00:00:00,2023-07-23 02:00:00,"51,4774","5,6568","3,49","4,22","7,83",7
I52,2023-07-24 00:00:00,2023-07-24 02:00:00,"51,4779","5,6568","3,16","4,00","7,96",6
I52,2023-07-25 00:00:00,2023-07-25 02:00:00,"51,4781","5,6568","1,53","2,87","9,02",10
I52,2023-07-26 00:00:00,2023-07-26 02:00:00,"51,4781","5,6568","4,26","5,33","9,47",22
I52,2023-07-27 00:00:00,2023-07-27 02:00:00,"51,4778","5,6568","1,93","2,51","5,89",10
I52,2023-07-28 00:00:00,2023-07-28 02:00:00,"51,4775","5,6567","3,25","3,85","7,63",6
I52,2023-07-29 00:00:00,2023-07-29 02:00:00,"51,4774","5,6567","1,38","2,02","6,10",7
I52,2023-07-30 00:00:00,2023-07-30 02:00:00,"51,4774","5,6567","2,86","5,07","12,04",6
I52,2023-07-31 00:00:00,2023-07-31 02:00:00,"51,4779","5,6568","3,90","5,20","9,45",7
I52,2023-08-01 00:00:00,2023-08-01 02:00:00,"51,4778","5,6568","4,41","6,36","12,81",6
I52,2023-08-02 00:00:00,2023-08-02 02:00:00,"51,4776","5,6568","1,66","2,66","6,79",7
I52,2023-08-03 00:00:00,2023-08-03 02:00:00,"51,4774","5,6568","1,88","3,49","9,13",5
I52,2023-08-04 00:00:00,2023-08-04 02:00:00,"51,4776","5,6568","2,39","3,89","10,07",7
I52,2023-08-05 00:00:00,2023-08-05 02:00:00,"51,4777","5,6568","2,48","3,33","7,58",11
I52,2023-08-06 00:00:00,2023-08-06 02:00:00,"51,4776","5,6568","1,72","2,83","7,47",6
I52,2023-08-07 00:00:00,2023-08-07 02:00:00,"51,4775","5,6567","1,66","3,10","8,81",7
I52,2023-08-08 00:00:00,2023-08-08 02:00:00,"51,4774","5,6567","1,77","3,16","9,30",10
I52,2023-08-09 00:00:00,2023-08-09 02:00:00,"51,4776","5,6568","1,65","2,39","6,98",9
I52,2023-08-10 00:00:00,2023-08-10 02:00:00,"51,4775","5,6568","2,93","3,91","8,94",24
I52,2023-08-11 00:00:00,2023-08-11 02:00:00,"51,4776","5,6568","6,33","8,08","14,47",25
I52,2023-08-12 00:00:00,2023-08-12 02:00:00,"51,4779","5,6568","4,03","5,72","11,73",8
I52,2023-08-13 00:00:00,2023-08-13 02:00:00,"51,4781","5,6568","3,36","5,48","12,45",13
I52,2023-08-14 00:00:00,2023-08-14 02:00:00,"51,4774","5,6568","4,38","6,31","12,54",23
I52,2023-08-15 00:00:00,2023-08-15 02:00:00,"51,4775","5,6568","3,52","5,45","12,51",13
I52,2023-08-16 00:00:00,2023-08-16 02:00:00,"51,4776","5,6568","4,14","5,37","10,65",11
I52,2023-08-17 00:00:00,2023-08-17 02:00:00,"51,4778","5,6568","6,89","8,71","14,85",10
I52,2023-08-18 00:00:00,2023-08-18 02:00:00,"51,4781","5,6568","19,78","23,63","29,23",9
I52,2023-08-19 00:00:00,2023-08-19 02:00:00,"51,4779","5,6568","9,04","11,17","18,18",9
I52,2023-08-20 00:00:00,2023-08-20 02:00:00,"51,4774","5,6567","2,91","4,77","11,57",10
I52,2023-08-21 00:00:00,2023-08-21 02:00:00,"51,4774","5,6567","2,39","4,14","11,77",14
I52,2023-08-22 00:00:00,2023-08-22 02:00:00,"51,4774","5,6567","4,29","5,99","12,98",25
I52,2023-08-23 00:00:00,2023-08-23 02:00:00,"51,4777","5,6568","4,50","5,80","11,59",25
I52,2023-08-24 00:00:00,2023-08-24 02:00:00,"51,4776","5,6568","6,61","8,35","14,11",28
I52,2023-08-25 00:00:00,2023-08-25 02:00:00,"51,4776","5,6567","11,22","13,17","18,98",10
I52,2023-08-26 00:00:00,2023-08-26 02:00:00,"51,4781","5,6568","1,98","2,96","7,92",10
I52,2023-08-27 00:00:00,2023-08-27 02:00:00,"51,4775","5,6567","1,31","2,05","6,49",12
I52,2023-08-28 00:00:00,2023-08-28 02:00:00,"51,4776","5,6568","2,87","3,85","8,15",23
I52,2023-08-29 00:00:00,2023-08-29 02:00:00,"51,4777","5,6568","4,10","5,14","9,38",22
I52,2023-08-30 00:00:00,2023-08-30 02:00:00,"51,4776","5,6568","4,28","5,63","10,97",24
I52,2023-08-31 00:00:00,2023-08-31 02:00:00,"51,4774","5,6567","4,22","5,90","11,58",21
I52,2023-09-01 00:00:00,2023-09-01 02:00:00,"51,4774","5,6567","4,49","5,67","9,97",16
I52,2023-09-02 00:00:00,2023-09-02 02:00:00,"51,4776","5,6568","13,16","14,47","18,69",9
I52,2023-09-03 00:00:00,2023-09-03 02:00:00,"51,4779","5,6568","7,75","8,73","13,18",15
I52,2023-09-04 00:00:00,2023-09-04 02:00:00,"51,4781","5,6568","5,32","6,26","10,34",34
I52,2023-09-05 00:00:00,2023-09-05 02:00:00,"51,4779","5,6568","3,24","4,03","8,46",50
I52,2023-09-06 00:00:00,2023-09-06 02:00:00,"51,4774","5,6567","6,21","7,43","12,53",61
I52,2023-09-07 00:00:00,2023-09-07 02:00:00,"51,4775","5,6568","7,29","8,48","13,34",56
I55,2023-06-30 00:00:00,2023-06-30 02:00:00,"51,3072","5,4218","2,29","3,25","8,57",29
I55,2023-07-01 00:00:00,2023-07-01 02:00:00,"51,3072","5,4218","2,08","2,83","7,02",12
I55,2023-07-02 00:00:00,2023-07-02 02:00:00,"51,3072","5,4218","9,75","13,98","23,12",26
I55,2023-07-03 00:00:00,2023-07-03 02:00:00,"51,3072","5,4218","5,00","8,31","18,61",34
I55,2023-07-04 00:00:00,2023-07-04 02:00:00,"51,3072","5,4218","4,82","7,44","15,83",31
I55,2023-07-05 00:00:00,2023-07-05 02:00:00,"51,3072","5,4218","2,66","3,61","8,36",25
I55,2023-07-06 00:00:00,2023-07-06 02:00:00,"51,3072","5,4218","2,95","4,39","10,63",27
I55,2023-07-07 00:00:00,2023-07-07 02:00:00,"51,3072","5,4218","4,52","5,55","9,42",51
I55,2023-07-08 00:00:00,2023-07-08 02:00:00,"51,3072","5,4218","7,71","9,28","14,07",51
I55,2023-07-09 00:00:00,2023-07-09 02:00:00,"51,3072","5,4218","8,15","9,89","15,02",27
I55,2023-07-10 00:00:00,2023-07-10 02:00:00,"51,3072","5,4218","3,31","4,66","10,04",38
I55,2023-07-11 00:00:00,2023-07-11 02:00:00,"51,3072","5,4218","2,54","3,53","8,50",32
I55,2023-07-12 00:00:00,2023-07-12 02:00:00,"51,3072","5,4218","1,91","3,25","9,73",22
I55,2023-07-13 00:00:00,2023-07-13 02:00:00,"51,3072","5,4218","3,02","4,64","11,53",24
I55,2023-07-14 00:00:00,2023-07-14 02:00:00,"51,3072","5,4218","3,07","3,99","8,18",32
I55,2023-07-15 00:00:00,2023-07-15 02:00:00,"51,3072","5,4218","2,21","3,11","7,53",27
I55,2023-07-16 00:00:00,2023-07-16 02:00:00,"51,3072","5,4218","4,01","5,52","10,91",14
I55,2023-07-17 00:00:00,2023-07-17 02:00:00,"51,3072","5,4218","3,97","5,28","10,03",22
I55,2023-07-18 00:00:00,2023-07-18 02:00:00,"51,3072","5,4218","2,01","2,72","6,47",33
I55,2023-07-19 00:00:00,2023-07-19 02:00:00,"51,3072","5,4218","2,54","3,60","8,59",35
I55,2023-07-20 00:00:00,2023-07-20 02:00:00,"51,3072","5,4218","2,52","3,19","6,85",37
I55,2023-07-21 00:00:00,2023-07-21 02:00:00,"51,3072","5,4218","6,43","7,40","11,05",31
I55,2023-07-22 00:00:00,2023-07-22 02:00:00,"51,3072","5,4218","6,06","7,36","12,01",25
I55,2023-07-23 00:00:00,2023-07-23 02:00:00,"51,3072","5,4218","3,35","3,94","7,17",11
I55,2023-07-24 00:00:00,2023-07-24 02:00:00,"51,3072","5,4218","2,57","3,17","6,39",7
I55,2023-07-25 00:00:00,2023-07-25 02:00:00,"51,3072","5,4218","1,53","2,35","6,62",20
I55,2023-07-26 00:00:00,2023-07-26 02:00:00,"51,3072","5,4218","3,82","4,80","8,71",30
I55,2023-07-27 00:00:00,2023-07-27 02:00:00,"51,3072","5,4218","1,51","1,88","4,98",9
I55,2023-07-28 00:00:00,2023-07-28 02:00:00,"51,3072","5,4218","1,61","2,03","5,26",7
I55,2023-07-29 00:00:00,2023-07-29 02:00:00,"51,3072","5,4218","1,39","1,89","5,43",7
I55,2023-07-30 00:00:00,2023-07-30 02:00:00,"51,3072","5,4218","3,43","5,61","12,82",10
I55,2023-07-31 00:00:00,2023-07-31 02:00:00,"51,3072","5,4218","3,43","4,60","8,78",5
I55,2023-08-01 00:00:00,2023-08-01 02:00:00,"51,3072","5,4218","4,61","6,47","12,70",8
I55,2023-08-02 00:00:00,2023-08-02 02:00:00,"51,3072","5,4218","1,52","2,40","6,60",8
I55,2023-08-03 00:00:00,2023-08-03 02:00:00,"51,3072","5,4218","2,02","3,34","8,50",7
I55,2023-08-04 00:00:00,2023-08-04 02:00:00,"51,3072","5,4218","2,57","3,55","8,00",14
I55,2023-08-05 00:00:00,2023-08-05 02:00:00,"51,3072","5,4218","2,73","3,37","7,01",12
I55,2023-08-06 00:00:00,2023-08-06 02:00:00,"51,3072","5,4218","2,05","3,26","7,78",7
I55,2023-08-07 00:00:00,2023-08-07 02:00:00,"51,3072","5,4218","2,26","3,50","8,78",18
I55,2023-08-08 00:00:00,2023-08-08 02:00:00,"51,3072","5,4218","2,40","3,68","9,74",18
I55,2023-08-09 00:00:00,2023-08-09 02:00:00,"51,3072","5,4218","2,79","3,37","6,70",20
I55,2023-08-10 00:00:00,2023-08-10 02:00:00,"51,3072","5,4218","2,41","3,11","6,77",31
I55,2023-08-11 00:00:00,2023-08-11 02:00:00,"51,3072","5,4218","4,32","5,35","9,81",24
I55,2023-08-12 00:00:00,2023-08-12 02:00:00,"51,3072","5,4218","3,09","4,24","8,89",14
I55,2023-08-13 00:00:00,2023-08-13 02:00:00,"51,3072","5,4218","2,63","4,21","9,80",20
I55,2023-08-14 00:00:00,2023-08-14 02:00:00,"51,3072","5,4218","2,66","3,82","8,71",22
I55,2023-08-15 00:00:00,2023-08-15 02:00:00,"51,3072","5,4218","2,65","4,07","9,74",22
I55,2023-08-16 00:00:00,2023-08-16 02:00:00,"51,3072","5,4218","2,84","3,84","8,17",31
I55,2023-08-17 00:00:00,2023-08-17 02:00:00,"51,3072","5,4218","6,86","8,78","14,01",26
I55,2023-08-18 00:00:00,2023-08-18 02:00:00,"51,3072","5,4218","19,74","26,80","34,22",16
I55,2023-08-19 00:00:00,2023-08-19 02:00:00,"51,3072","5,4218","7,97","9,50","14,30",12
I55,2023-08-20 00:00:00,2023-08-20 02:00:00,"51,3072","5,4218","2,36","3,55","8,22",24
I55,2023-08-21 00:00:00,2023-08-21 02:00:00,"51,3072","5,4218","2,02","3,19","8,48",37
I55,2023-08-22 00:00:00,2023-08-22 02:00:00,"51,3072","5,4218","3,01","4,05","9,15",29
I55,2023-08-23 00:00:00,2023-08-23 02:00:00,"51,3072","5,4218","2,93","3,78","8,34",36
I55,2023-08-24 00:00:00,2023-08-24 02:00:00,"51,3072","5,4218","4,99","6,25","11,00",25
I55,2023-08-25 00:00:00,2023-08-25 02:00:00,"51,3072","5,4218","8,36","9,84","14,53",9
I55,2023-08-26 00:00:00,2023-08-26 02:00:00,"51,3071","5,4218","1,44","2,18","6,65",15
I55,2023-08-27 00:00:00,2023-08-27 02:00:00,"51,3071","5,4218","1,26","1,86","5,65",16
I55,2023-08-28 00:00:00,2023-08-28 02:00:00,"51,3072","5,4218","1,88","2,44","5,99",16
I55,2023-08-29 00:00:00,2023-08-29 02:00:00,"51,3071","5,4218","3,62","4,29","7,82",19
I55,2023-08-30 00:00:00,2023-08-30 02:00:00,"51,3072","5,4218","3,38","4,41","8,78",19
I55,2023-08-31 00:00:00,2023-08-31 02:00:00,"51,3072","5,4218","2,94","4,18","9,26",22
I55,2023-09-01 00:00:00,2023-09-01 02:00:00,"51,3072","5,4218","2,00","2,69","6,27",16
I55,2023-09-02 00:00:00,2023-09-02 02:00:00,"51,3072","5,4218","6,85","7,71","11,50",12
I55,2023-09-03 00:00:00,2023-09-03 02:00:00,"51,3072","5,4218","7,61","8,63","12,11",26
I55,2023-09-04 00:00:00,2023-09-04 02:00:00,"51,3072","5,4218","4,91","5,67","9,20",43
I55,2023-09-05 00:00:00,2023-09-05 02:00:00,"51,3072","5,4218","2,83","3,48","7,44",48
I55,2023-09-06 00:00:00,2023-09-06 02:00:00,"51,3072","5,4218","4,42","5,24","8,91",48
I55,2023-09-07 00:00:00,2023-09-07 02:00:00,"51,3071","5,4218","6,29","7,24","11,22",44
I56,2023-06-30 00:00:00,2023-06-30 02:00:00,"51,4165","5,1265","3,73","4,74","8,85",25
I56,2023-07-01 00:00:00,2023-07-01 02:00:00,"51,4165","5,1264","3,59","4,34","7,48",10
I56,2023-07-02 00:00:00,2023-07-02 02:00:00,"51,4165","5,1264","14,00","17,54","22,51",29
I56,2023-07-03 00:00:00,2023-07-03 02:00:00,"51,4165","5,1264","8,01","11,85","19,02",31
I56,2023-07-04 00:00:00,2023-07-04 02:00:00,"51,4165","5,1264","8,22","10,96","16,36",25
I56,2023-07-05 00:00:00,2023-07-05 02:00:00,"51,4165","5,1265","4,65","5,57","9,35",19
I56,2023-07-06 00:00:00,2023-07-06 02:00:00,"51,4164","5,1265","5,54","7,04","11,42",15
I56,2023-07-07 00:00:00,2023-07-07 02:00:00,"51,4164","5,1265","7,48","8,35","11,41",28
I56,2023-07-08 00:00:00,2023-07-08 02:00:00,"51,4164","5,1265","10,41","11,60","15,32",26
I56,2023-07-09 00:00:00,2023-07-09 02:00:00,"51,4164","5,1265","12,04","13,55","17,36",18
I56,2023-07-10 00:00:00,2023-07-10 02:00:00,"51,4164","5,1265","6,17","7,52","11,48",21
I56,2023-07-11 00:00:00,2023-07-11 02:00:00,"51,4165","5,1265","4,46","5,57","10,29",17
I56,2023-07-12 00:00:00,2023-07-12 02:00:00,"51,4165","5,1265","3,58","5,07","9,75",17
I56,2023-07-13 00:00:00,2023-07-13 02:00:00,"51,4164","5,1265","5,70","7,58","12,64",20
I56,2023-07-14 00:00:00,2023-07-14 02:00:00,"51,4165","5,1265","5,46","6,40","9,69",18
I56,2023-07-15 00:00:00,2023-07-15 02:00:00,"51,4165","5,1265","3,96","4,80","8,33",14
I56,2023-07-16 00:00:00,2023-07-16 02:00:00,"51,4165","5,1265","5,59","7,01","10,83",13
I56,2023-07-17 00:00:00,2023-07-17 02:00:00,"51,4165","5,1265","5,85","7,14","10,89",18
I56,2023-07-18 00:00:00,2023-07-18 02:00:00,"51,4164","5,1265","2,75","3,46","6,70",19
I56,2023-07-19 00:00:00,2023-07-19 02:00:00,"51,4165","5,1265","3,79","4,86","8,36",22
I56,2023-07-20 00:00:00,2023-07-20 02:00:00,"51,4165","5,1265","5,04","5,65","8,41",23
I56,2023-07-21 00:00:00,2023-07-21 02:00:00,"51,4165","5,1265","11,71","12,46","15,26",19
I56,2023-07-22 00:00:00,2023-07-22 02:00:00,"51,4165","5,1266","11,20","12,28","15,62",21
I56,2023-07-23 00:00:00,2023-07-23 02:00:00,"51,4165","5,1266","6,87","7,45","10,19",8
I56,2023-07-24 00:00:00,2023-07-24 02:00:00,"51,4165","5,1264","5,53","6,14","8,83",5
I56,2023-07-25 00:00:00,2023-07-25 02:00:00,"51,4165","5,1264","2,94","3,71","6,81",15
I56,2023-07-26 00:00:00,2023-07-26 02:00:00,"51,4165","5,1265","6,19","6,90","9,77",21
I56,2023-07-27 00:00:00,2023-07-27 02:00:00,"51,4165","5,1264","3,05","3,39","6,08",8
I56,2023-07-28 00:00:00,2023-07-28 02:00:00,"51,4165","5,1264","4,75","5,19","8,00",5
I56,2023-07-29 00:00:00,2023-07-29 02:00:00,"51,4165","5,1265","3,24","3,79","6,71",10
I56,2023-07-30 00:00:00,2023-07-30 02:00:00,"51,4165","5,1265","5,60","7,89","13,27",17
I56,2023-07-31 00:00:00,2023-07-31 02:00:00,"51,4165","5,1264","6,63","7,90","11,27",5
I56,2023-08-01 00:00:00,2023-08-01 02:00:00,"51,4164","5,1265","7,47","9,25","13,84",10
I56,2023-08-02 00:00:00,2023-08-02 02:00:00,"51,4164","5,1265","2,69","3,49","6,90",9
I56,2023-08-03 00:00:00,2023-08-03 02:00:00,"51,4164","5,1265","3,89","5,49","9,64",6
I56,2023-08-04 00:00:00,2023-08-04 02:00:00,"51,4164","5,1265","3,87","4,70","8,04",8
I56,2023-08-05 00:00:00,2023-08-05 02:00:00,"51,4164","5,1265","4,95","5,56","8,53",9
I56,2023-08-06 00:00:00,2023-08-06 02:00:00,"51,4164","5,1265","3,79","5,01","8,48",8
I56,2023-08-07 00:00:00,2023-08-07 02:00:00,"51,4164","5,1265","3,79","4,99","8,83",18
I56,2023-08-08 00:00:00,2023-08-08 02:00:00,"51,4164","5,1264","3,94","5,23","9,45",19
I56,2023-08-09 00:00:00,2023-08-09 02:00:00,"51,4164","5,1264","5,89","6,45","9,24",13
I56,2023-08-10 00:00:00,2023-08-10 02:00:00,"51,4165","5,1265","3,88","4,41","7,40",14
I56,2023-08-11 00:00:00,2023-08-11 02:00:00,"51,4165","5,1266","7,15","8,25","12,14",13
I56,2023-08-12 00:00:00,2023-08-12 02:00:00,"51,4165","5,1265","4,96","6,29","10,11",10
I56,2023-08-13 00:00:00,2023-08-13 02:00:00,"51,4165","5,1265","4,49","6,02","10,22",12
I56,2023-08-14 00:00:00,2023-08-14 02:00:00,"51,4165","5,1265","4,28","5,37","8,94",9
I56,2023-08-15 00:00:00,2023-08-15 02:00:00,"51,4165","5,1265","4,24","5,71","9,79",15
I56,2023-08-16 00:00:00,2023-08-16 02:00:00,"51,4165","5,1265","4,58","5,64","9,30",19
I56,2023-08-17 00:00:00,2023-08-17 02:00:00,"51,4165","5,1265","10,55","12,29","16,62",15
I56,2023-08-18 00:00:00,2023-08-18 02:00:00,"51,4165","5,1265","28,50","32,36","34,91",10
I56,2023-08-19 00:00:00,2023-08-19 02:00:00,"51,4165","5,1265","13,37","14,99","18,85",9
I56,2023-08-20 00:00:00,2023-08-20 02:00:00,"51,4165","5,1265","3,82","5,05","9,06",15
I56,2023-08-21 00:00:00,2023-08-21 02:00:00,"51,4165","5,1264","3,44","4,61","8,94",16
I56,2023-08-22 00:00:00,2023-08-22 02:00:00,"51,4165","5,1264","4,63","5,61","9,55",15
I56,2023-08-23 00:00:00,2023-08-23 02:00:00,"51,4165","5,1265","5,11","5,99","9,23",26
I56,2023-08-24 00:00:00,2023-08-24 02:00:00,"51,4165","5,1265","9,29","10,53","14,26",14
I56,2023-08-25 00:00:00,2023-08-25 02:00:00,"51,4165","5,1265","16,51","17,93","21,21",5
I56,2023-08-26 00:00:00,2023-08-26 02:00:00,"51,4165","5,1265","2,57","3,22","6,65",9
I56,2023-08-27 00:00:00,2023-08-27 02:00:00,"51,4165","5,1265","2,43","3,00","6,18",11
I56,2023-08-28 00:00:00,2023-08-28 02:00:00,"51,4165","5,1265","3,81","4,30","7,06",7
I56,2023-08-29 00:00:00,2023-08-29 02:00:00,"51,4165","5,1265","5,66","6,22","8,94",8
I56,2023-08-30 00:00:00,2023-08-30 02:00:00,"51,4165","5,1265","4,72","5,53","8,65",14
I56,2023-08-31 00:00:00,2023-08-31 02:00:00,"51,4165","5,1265","5,23","6,43","9,97",15
I56,2023-09-01 00:00:00,2023-09-01 02:00:00,"51,4165","5,1265","5,44","6,10","8,60",8
I56,2023-09-02 00:00:00,2023-09-02 02:00:00,"51,4165","5,1266","16,68","17,40","19,68",5
I56,2023-09-03 00:00:00,2023-09-03 02:00:00,"51,4165","5,1265","9,72","10,41","13,42",10
I56,2023-09-04 00:00:00,2023-09-04 02:00:00,"51,4165","5,1266","8,10","8,74","11,62",19
I56,2023-09-05 00:00:00,2023-09-05 02:00:00,"51,4165","5,1266","5,19","5,79","9,28",16
I56,2023-09-06 00:00:00,2023-09-06 02:00:00,"51,4165","5,1266","6,43","7,04","10,18",14
I56,2023-09-07 00:00:00,2023-09-07 02:00:00,"51,4164","5,1265","10,73","11,60","14,89",9
I58,2023-06-30 00:00:00,2023-06-30 02:00:00,"51,4904","5,3941","3,57","4,71","8,65",21
I58,2023-07-01 00:00:00,2023-07-01 02:00:00,"51,4904","5,3941","3,18","3,86","6,98",9
I58,2023-07-02 00:00:00,2023-07-02 02:00:00,"51,4904","5,3941","13,00","16,07","20,86",31
I58,2023-07-03 00:00:00,2023-07-03 02:00:00,"51,4904","5,3941","8,16","11,75","19,99",34
I58,2023-07-04 00:00:00,2023-07-04 02:00:00,"51,4904","5,3941","7,55","10,35","16,32",32
I58,2023-07-05 00:00:00,2023-07-05 02:00:00,"51,4904","5,3941","4,44","5,71","11,47",27
I58,2023-07-06 00:00:00,2023-07-06 02:00:00,"51,4904","5,3941","5,36","6,81","10,88",24
I58,2023-07-07 00:00:00,2023-07-07 02:00:00,"51,4904","5,3941","5,65","6,44","9,45",36
I58,2023-07-08 00:00:00,2023-07-08 02:00:00,"51,4904","5,3941","9,71","10,79","14,02",34
I58,2023-07-09 00:00:00,2023-07-09 02:00:00,"51,4904","5,3941","10,19","11,57","15,09",27
I58,2023-07-10 00:00:00,2023-07-10 02:00:00,"51,4904","5,3941","4,95","6,18","9,86",25
I58,2023-07-11 00:00:00,2023-07-11 02:00:00,"51,4904","5,3941","5,47","6,48","10,33",26
I58,2023-07-12 00:00:00,2023-07-12 02:00:00,"51,4904","5,3941","4,21","5,64","10,02",21
I58,2023-07-13 00:00:00,2023-07-13 02:00:00,"51,4904","5,3941","7,26","9,06","13,64",27
I58,2023-07-14 00:00:00,2023-07-14 02:00:00,"51,4903","5,3941","7,19","8,03","11,11",29
I58,2023-07-15 00:00:00,2023-07-15 02:00:00,"51,4904","5,3941","4,70","5,50","8,91",21
I58,2023-07-16 00:00:00,2023-07-16 02:00:00,"51,4904","5,3941","5,42","6,68","10,30",16
I58,2023-07-17 00:00:00,2023-07-17 02:00:00,"51,4904","5,3941","5,97","7,25","10,97",27
I58,2023-07-18 00:00:00,2023-07-18 02:00:00,"51,4904","5,3941","3,05","3,72","6,71",31
I58,2023-07-19 00:00:00,2023-07-19 02:00:00,"51,4904","5,3941","3,80","4,76","8,28",32
I58,2023-07-20 00:00:00,2023-07-20 02:00:00,"51,4905","5,3941","4,60","5,31","8,29",28
I58,2023-07-21 00:00:00,2023-07-21 02:00:00,"51,4903","5,3941","9,36","10,14","13,08",24
I58,2023-07-22 00:00:00,2023-07-22 02:00:00,"51,4904","5,3941","10,90","12,24","15,59",18
I58,2023-07-23 00:00:00,2023-07-23 02:00:00,"51,4904","5,3941","5,30","5,84","8,39",7
I58,2023-07-24 00:00:00,2023-07-24 02:00:00,"51,4903","5,3940","4,60","5,18","7,89",15
I58,2023-07-25 00:00:00,2023-07-25 02:00:00,"51,4904","5,3941","2,75","3,56","7,09",31
I58,2023-07-26 00:00:00,2023-07-26 02:00:00,"51,4903","5,3941","5,75","6,52","9,30",39
I58,2023-07-27 00:00:00,2023-07-27 02:00:00,"51,4904","5,3941","3,07","3,43","6,10",12
I58,2023-07-28 00:00:00,2023-07-28 02:00:00,"51,4904","5,3941","4,76","5,19","7,77",12
I58,2023-07-29 00:00:00,2023-07-29 02:00:00,"51,4904","5,3941","4,13","4,73","7,50",19
I58,2023-07-30 00:00:00,2023-07-30 02:00:00,"51,4904","5,3941","5,19","7,19","12,27",26
I58,2023-07-31 00:00:00,2023-07-31 02:00:00,"51,4903","5,3941","5,84","6,93","9,99",13
