Sensor,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I52,2022-04-19 02:00:00,51.4777,5.6567,9.34,10.72,13.59,60.0
I52,2022-04-20 02:00:00,51.4777,5.6568,4.89,5.82,9.06,44.0
I52,2022-04-21 02:00:00,51.4774,5.6568,5.29,6.38,9.74,27.0
I52,2022-04-22 02:00:00,51.4774,5.6567,12.88,14.4,18.03,28.0
I52,2022-04-23 02:00:00,51.4776,5.6568,16.78,18.54,21.71,42.0
I52,2022-04-24 02:00:00,51.4775,5.6568,6.01,6.9,9.78,48.0
I52,2022-04-25 02:00:00,51.4774,5.6567,16.78,19.17,23.4,10.0
I52,2022-04-26 02:00:00,51.4778,5.6566,6.57,8.16,12.11,37.0
I52,2022-04-27 02:00:00,51.4781,5.6568,7.67,9.7,13.86,53.0
I52,2022-04-28 02:00:00,51.478,5.6567,8.03,11.2,17.44,52.0
I52,2022-04-29 02:00:00,51.4779,5.6568,7.96,10.74,16.74,34.0
I52,2022-04-30 02:00:00,51.4781,5.6568,5.83,7.33,11.2,30.0
I52,2022-05-01 02:00:00,51.4782,5.6567,12.57,14.06,17.85,39.0
I52,2022-05-02 02:00:00,51.4779,5.6568,13.56,15.13,18.81,53.0
I52,2022-05-03 02:00:00,51.4779,5.6567,9.79,11.75,15.61,21.0
I52,2022-05-04 02:00:00,51.4774,5.6567,9.68,12.62,17.71,13.0
I52,2022-05-05 02:00:00,51.4779,5.6567,21.21,25.48,30.38,32.0
I55,2022-02-25 01:00:00,51.3072,5.4218,6.86,10.88,17.79,16.0
I55,2022-02-26 01:00:00,51.3071,5.4218,17.25,23.03,31.38,20.0
I55,2022-02-27 01:00:00,51.3072,5.4218,8.04,10.79,15.71,19.0
I55,2022-02-28 01:00:00,51.3072,5.4218,12.73,14.59,18.29,31.0
I55,2022-03-01 01:00:00,51.3072,5.4218,22.11,24.63,28.89,46.0
I55,2022-03-02 01:00:00,51.3071,5.4217,18.94,20.96,24.64,50.0
I55,2022-03-03 01:00:00,51.3071,5.4217,19.71,21.89,26.26,50.0
I55,2022-03-04 01:00:00,51.3072,5.4218,21.48,23.51,27.1,35.0
I55,2022-03-05 01:00:00,51.3071,5.4218,31.06,36.82,39.63,25.0
I55,2022-03-06 01:00:00,51.3072,5.4218,18.52,20.71,23.2,16.0
I55,2022-03-07 01:00:00,51.3072,5.4218,8.29,9.48,13.07,25.0
I55,2022-03-08 01:00:00,51.3072,5.4218,10.13,11.43,15.18,26.0
I55,2022-03-09 01:00:00,51.3071,5.4218,22.75,26.25,30.75,40.0
I55,2022-03-10 01:00:00,51.3071,5.4218,25.26,28.73,33.6,31.0
I55,2022-03-11 01:00:00,51.3071,5.4218,19.49,21.72,26.97,22.0
I55,2022-03-12 01:00:00,51.3072,5.4218,9.57,11.0,14.98,15.0
I55,2022-03-13 01:00:00,51.3072,5.4218,11.51,12.53,15.63,21.0
I55,2022-03-14 01:00:00,51.3071,5.4218,7.15,9.46,15.17,19.0
I55,2022-03-15 01:00:00,51.3071,5.4218,11.07,13.5,18.39,21.0
I55,2022-03-16 01:00:00,51.3071,5.4217,20.59,22.09,25.78,12.0
I55,2022-03-17 01:00:00,51.3072,5.4218,9.1,11.45,16.56,25.0
I55,2022-03-18 01:00:00,51.3072,5.4219,8.18,10.49,15.55,28.0
I55,2022-03-19 01:00:00,51.3072,5.4218,7.0,9.32,14.36,35.0
I55,2022-03-20 01:00:00,51.3072,5.4218,25.3,28.68,32.55,47.0
I55,2022-03-21 01:00:00,51.3071,5.4218,23.9,27.48,32.75,41.0
I55,2022-03-22 01:00:00,51.3072,5.4218,24.52,28.43,34.94,53.0
I55,2022-03-23 01:00:00,51.3072,5.4218,27.7,31.78,37.92,58.0
I55,2022-03-24 01:00:00,51.3072,5.4218,31.58,37.05,43.61,59.0
I55,2022-03-25 01:00:00,51.3072,5.4218,32.85,42.23,48.76,46.0
I55,2022-03-26 01:00:00,51.3072,5.4218,23.46,28.11,34.04,29.0
I55,2022-03-27 01:00:00,51.3071,5.4218,19.54,21.65,24.37,22.0
I55,2022-03-28 02:00:00,51.3072,5.4218,22.14,27.64,34.43,34.0
I55,2022-03-29 02:00:00,51.3071,5.4218,29.43,37.03,42.74,41.0
I55,2022-03-30 02:00:00,51.3071,5.4218,18.39,22.14,27.49,50.0
I55,2022-03-31 02:00:00,51.3072,5.4218,5.03,5.5,7.84,31.0
I55,2022-04-01 02:00:00,51.3072,5.4218,4.06,4.79,7.41,16.0
I55,2022-04-02 02:00:00,51.3072,5.4218,3.61,4.55,7.5,18.0
I55,2022-04-03 02:00:00,51.3072,5.4218,4.01,5.1,8.8,20.0
I55,2022-04-04 02:00:00,51.3072,5.4218,7.32,8.47,13.52,12.0
I55,2022-04-05 02:00:00,51.3072,5.4218,7.58,9.4,14.36,5.0
I55,2022-04-06 02:00:00,51.3072,5.4218,3.69,5.77,13.04,7.0
I55,2022-04-07 02:00:00,51.3072,5.4218,4.37,6.56,11.04,11.0
I55,2022-04-08 02:00:00,51.3072,5.4218,4.05,6.4,12.54,22.0
I55,2022-04-09 02:00:00,51.3072,5.4218,4.9,7.66,13.12,27.0
I55,2022-04-10 02:00:00,51.3072,5.4218,5.52,7.17,11.18,38.0
I55,2022-04-11 02:00:00,51.3071,5.4218,7.17,8.73,12.96,48.0
I55,2022-04-12 02:00:00,51.3072,5.4218,5.01,6.63,12.75,47.0
I55,2022-04-13 02:00:00,51.3072,5.4218,16.24,19.44,26.21,31.0
I55,2022-04-14 02:00:00,51.3072,5.4218,17.03,19.31,23.01,21.0
I55,2022-04-15 02:00:00,51.3071,5.4218,14.47,15.77,19.27,27.0
I55,2022-04-16 02:00:00,51.3072,5.4218,14.68,16.15,19.61,37.0
I55,2022-04-17 02:00:00,51.3072,5.4218,3.12,3.89,7.24,50.0
I55,2022-04-18 02:00:00,51.3071,5.4218,3.67,4.43,7.46,52.0
I55,2022-04-19 02:00:00,51.3071,5.4218,10.46,11.64,15.05,51.0
I55,2022-04-20 02:00:00,51.3072,5.4218,6.19,7.14,10.77,47.0
I55,2022-04-21 02:00:00,51.3072,5.4218,6.31,7.45,11.84,31.0
I55,2022-04-22 02:00:00,51.3072,5.4218,15.74,17.21,21.27,19.0
I55,2022-04-23 02:00:00,51.3072,5.4218,18.36,19.79,23.64,18.0
I55,2022-04-24 02:00:00,51.3072,5.4218,7.01,7.79,11.06,33.0
I55,2022-04-25 02:00:00,51.3072,5.4218,18.97,20.98,25.21,16.0
I55,2022-04-26 02:00:00,51.3071,5.4218,8.28,9.81,13.88,27.0
I55,2022-04-27 02:00:00,51.3071,5.4218,8.47,10.3,14.78,31.0
I55,2022-04-28 02:00:00,51.3071,5.4218,9.26,12.26,18.78,44.0
I55,2022-04-29 02:00:00,51.3072,5.4218,10.26,13.21,19.83,36.0
I55,2022-04-30 02:00:00,51.3072,5.4218,6.69,8.17,12.47,30.0
I55,2022-05-01 02:00:00,51.3072,5.4218,12.76,14.05,17.98,32.0
I55,2022-05-02 02:00:00,51.3072,5.4218,14.25,15.7,19.96,42.0
I55,2022-05-03 02:00:00,51.3072,5.4218,11.54,13.18,17.38,21.0
I55,2022-05-04 02:00:00,51.3071,5.4218,10.6,13.24,19.23,16.0
I55,2022-05-05 02:00:00,51.3072,5.4218,26.17,29.94,35.35,22.0
I56,2022-02-25 01:00:00,51.4165,5.1266,7.59,11.62,18.06,32.0
I56,2022-02-26 01:00:00,51.4165,5.1266,16.94,23.63,31.85,35.0
I56,2022-02-27 01:00:00,51.4165,5.1265,9.64,12.49,17.21,47.0
I56,2022-02-28 01:00:00,51.4165,5.1264,13.11,14.78,17.95,37.0
I56,2022-03-01 01:00:00,51.4165,5.1264,24.91,27.07,30.29,36.0
I56,2022-03-02 01:00:00,51.4164,5.1264,22.56,24.55,27.41,37.0
I56,2022-03-03 01:00:00,51.4164,5.1264,20.77,22.51,25.93,32.0
I56,2022-03-04 01:00:00,51.4165,5.1264,22.53,24.26,27.02,31.0
I56,2022-03-05 01:00:00,51.4165,5.1264,33.6,39.83,42.09,27.0
I56,2022-03-06 01:00:00,51.4165,5.1264,19.44,21.87,24.28,24.0
I56,2022-03-07 01:00:00,51.4165,5.1264,8.61,9.74,13.05,32.0
I56,2022-03-08 01:00:00,51.4165,5.1265,11.33,12.46,15.95,39.0
I56,2022-03-09 01:00:00,51.4165,5.1266,26.27,29.69,33.02,43.0
I56,2022-03-10 01:00:00,51.4165,5.1266,28.41,32.65,36.77,45.0
I56,2022-03-11 01:00:00,51.4165,5.1266,20.67,22.65,27.06,39.0
I56,2022-03-12 01:00:00,51.4165,5.1266,8.64,9.98,13.35,32.0
I56,2022-03-13 01:00:00,51.4165,5.1266,13.04,19.59,34.18,29.0
I56,2022-03-14 01:00:00,51.4165,5.1266,9.82,12.69,17.71,14.0
I56,2022-03-15 01:00:00,51.4165,5.1266,11.74,13.61,17.65,29.0
I56,2022-03-16 01:00:00,51.4165,5.1266,21.73,23.09,26.28,33.0
I56,2022-03-17 01:00:00,51.4165,5.1266,7.96,10.08,14.7,41.0
I56,2022-03-18 01:00:00,51.4165,5.1266,7.63,9.91,15.46,46.0
I56,2022-03-19 01:00:00,51.4165,5.1266,8.07,10.49,15.62,59.0
I56,2022-03-20 01:00:00,51.4165,5.1266,28.55,31.98,35.34,50.0
I56,2022-03-21 01:00:00,51.4165,5.1266,26.22,29.81,34.39,42.0
I56,2022-03-22 01:00:00,51.4165,5.1266,27.21,30.99,37.63,49.0
I56,2022-03-23 01:00:00,51.4165,5.1266,31.13,35.32,42.19,52.0
I56,2022-03-24 01:00:00,51.4165,5.1266,31.36,36.81,43.58,50.0
I56,2022-03-25 01:00:00,51.4164,5.1265,33.66,44.24,59.33,46.0
I56,2022-03-26 01:00:00,51.4165,5.1265,25.04,29.59,35.68,44.0
I56,2022-03-27 01:00:00,51.4165,5.1265,18.22,19.76,22.35,20.0
I56,2022-03-28 02:00:00,51.4165,5.1265,20.14,25.33,31.78,33.0
I56,2022-03-29 02:00:00,51.4165,5.1265,33.35,41.08,46.85,34.0
I56,2022-03-30 02:00:00,51.4165,5.1265,20.29,24.42,30.28,49.0
I56,2022-03-31 02:00:00,51.4165,5.1266,4.18,4.48,6.53,26.0
I56,2022-04-01 02:00:00,51.4165,5.1265,4.06,4.77,7.56,19.0
I56,2022-04-02 02:00:00,51.4165,5.1266,4.49,5.51,8.5,19.0
I56,2022-04-03 02:00:00,51.4165,5.1266,7.02,15.74,38.83,29.0
I56,2022-04-04 02:00:00,51.4165,5.1265,8.3,9.51,12.89,33.0
I56,2022-04-05 02:00:00,51.4165,5.1266,11.53,15.8,22.16,26.0
I56,2022-04-06 02:00:00,51.4165,5.1265,7.39,11.8,19.67,34.0
I56,2022-04-07 02:00:00,51.4165,5.1265,4.54,7.1,12.56,27.0
I56,2022-04-08 02:00:00,51.4165,5.1265,5.41,7.83,12.69,23.0
I56,2022-04-09 02:00:00,51.4165,5.1265,5.69,8.18,12.89,25.0
I56,2022-04-10 02:00:00,51.4165,5.1265,6.22,7.86,11.61,28.0
I56,2022-04-11 02:00:00,51.4164,5.1265,8.51,9.94,13.84,51.0
I56,2022-04-12 02:00:00,51.4165,5.1265,5.31,6.82,11.49,49.0
I56,2022-04-13 02:00:00,51.4165,5.1266,19.03,21.9,27.25,26.0
I56,2022-04-14 02:00:00,51.4165,5.1265,15.45,16.81,19.69,40.0
I56,2022-04-15 02:00:00,51.4165,5.1265,16.06,17.38,20.38,45.0
I56,2022-04-16 02:00:00,51.4165,5.1265,15.4,16.79,20.22,60.0
I56,2022-04-17 02:00:00,51.4165,5.1265,4.41,5.17,8.29,62.0
I56,2022-04-18 02:00:00,51.4165,5.1265,4.0,4.62,7.58,50.0
I56,2022-04-19 02:00:00,51.4165,5.1265,10.96,12.03,15.4,44.0
I56,2022-04-20 02:00:00,51.4165,5.1265,5.99,6.87,10.71,44.0
I56,2022-04-21 02:00:00,51.4164,5.1265,6.93,8.02,12.32,39.0
I56,2022-04-22 02:00:00,51.4164,5.1264,15.29,16.74,20.63,26.0
I56,2022-04-23 02:00:00,51.4165,5.1266,19.14,20.59,24.2,36.0
I56,2022-04-24 02:00:00,51.4165,5.1266,7.63,8.52,12.01,40.0
I56,2022-04-25 02:00:00,51.4165,5.1266,22.09,24.34,28.59,15.0
I56,2022-04-26 02:00:00,51.4165,5.1264,6.85,8.47,12.76,39.0
I56,2022-04-27 02:00:00,51.4165,5.1265,8.41,10.3,14.79,46.0
I56,2022-04-28 02:00:00,51.4165,5.1265,10.0,13.12,18.99,50.0
I56,2022-04-29 02:00:00,51.4165,5.1265,10.87,13.69,20.0,36.0
I56,2022-04-30 02:00:00,51.4165,5.1264,6.75,8.25,12.24,35.0
I56,2022-05-01 02:00:00,51.4165,5.1266,12.79,14.03,17.65,45.0
I56,2022-05-02 02:00:00,51.4165,5.1264,13.5,14.73,18.45,59.0
I56,2022-05-03 02:00:00,51.4165,5.1264,12.54,14.43,18.39,19.0
I56,2022-05-04 02:00:00,51.4165,5.1265,9.5,11.75,16.91,8.0
I56,2022-05-05 02:00:00,51.4165,5.1265,24.7,27.56,32.41,15.0
I58,2022-02-25 01:00:00,51.4904,5.3941,8.19,11.83,17.55,31.0
I58,2022-02-26 01:00:00,51.4904,5.3941,16.12,21.8,29.0,42.0
I58,2022-02-27 01:00:00,51.4904,5.3941,9.28,12.07,16.84,56.0
I58,2022-02-28 01:00:00,51.4903,5.3941,11.05,12.72,16.08,70.0
I58,2022-03-01 01:00:00,51.4903,5.3941,21.43,23.78,27.88,76.0
I58,2022-03-02 01:00:00,51.4903,5.3941,19.57,21.58,25.06,55.0
I58,2022-03-03 01:00:00,51.4903,5.3941,17.72,19.43,22.99,46.0
I58,2022-03-04 01:00:00,51.4903,5.3941,22.44,24.58,28.11,27.0
I58,2022-03-05 01:00:00,51.4903,5.3941,34.86,41.5,44.05,28.0
I58,2022-03-06 01:00:00,51.4903,5.3941,17.91,20.02,22.84,23.0
I58,2022-03-07 01:00:00,51.4903,5.3941,8.29,9.62,13.01,34.0
I58,2022-03-08 01:00:00,51.4904,5.3941,8.12,9.32,13.2,41.0
I58,2022-03-09 01:00:00,51.4904,5.3941,22.79,25.78,29.72,56.0
I58,2022-03-10 01:00:00,51.4904,5.3941,24.93,27.72,32.06,51.0
I58,2022-03-11 01:00:00,51.4904,5.3941,18.08,20.05,24.52,29.0
I58,2022-03-12 01:00:00,51.4904,5.3941,9.78,11.14,14.8,18.0
I58,2022-03-13 01:00:00,51.4904,5.3941,10.7,11.51,14.35,25.0
I58,2022-03-14 01:00:00,51.4904,5.3941,8.26,10.48,14.9,25.0
I58,2022-03-15 01:00:00,51.4904,5.3941,10.18,12.43,17.15,24.0
I58,2022-03-16 01:00:00,51.4904,5.3941,18.44,19.82,23.41,23.0
I58,2022-03-17 01:00:00,51.4904,5.3941,8.69,10.97,15.83,39.0
I58,2022-03-18 01:00:00,51.4904,5.3941,8.04,10.45,15.73,47.0
I58,2022-03-19 01:00:00,51.4904,5.3941,7.26,9.84,15.47,54.0
I58,2022-03-20 01:00:00,51.4904,5.3941,25.95,29.09,33.0,64.0
I58,2022-03-21 01:00:00,51.4904,5.3941,26.42,29.92,34.39,60.0
I58,2022-03-22 01:00:00,51.4904,5.3941,25.48,29.21,35.58,61.0
I58,2022-03-23 01:00:00,51.4904,5.3941,29.46,33.21,39.23,84.0
I58,2022-03-24 01:00:00,51.4904,5.3941,32.0,36.92,43.37,74.0
I58,2022-03-25 01:00:00,51.4904,5.3941,34.29,41.43,48.28,43.0
I58,2022-03-26 01:00:00,51.4904,5.3941,22.93,27.13,32.64,33.0
I58,2022-03-27 01:00:00,51.4904,5.3941,16.31,18.16,21.23,21.0
I58,2022-03-28 02:00:00,51.4904,5.3941,19.12,24.61,32.02,32.0
I58,2022-03-29 02:00:00,51.4904,5.3941,31.4,38.46,44.39,31.0
I58,2022-03-30 02:00:00,51.4905,5.3941,16.73,20.52,26.21,46.0
I58,2022-03-31 02:00:00,51.4905,5.3941,4.18,4.56,6.71,17.0
I58,2022-04-01 02:00:00,51.4904,5.3941,4.46,5.35,8.07,25.0
I58,2022-04-02 02:00:00,51.4905,5.3941,4.91,6.0,9.05,32.0
I58,2022-04-03 02:00:00,51.4904,5.3941,3.9,4.8,8.03,36.0
I58,2022-04-04 02:00:00,51.4904,5.3942,6.63,7.76,11.46,30.0
I58,2022-04-05 02:00:00,51.4904,5.3941,7.27,9.62,14.34,16.0
I58,2022-04-06 02:00:00,51.4904,5.3941,5.16,7.6,13.15,29.0
I58,2022-04-07 02:00:00,51.4904,5.3941,4.77,7.22,12.37,38.0
I58,2022-04-08 02:00:00,51.4904,5.3941,5.26,7.81,13.26,36.0
I58,2022-04-09 02:00:00,51.4904,5.3941,5.21,7.52,12.01,31.0
I58,2022-04-10 02:00:00,51.4904,5.3942,6.11,7.75,11.69,41.0
I58,2022-04-11 02:00:00,51.4904,5.3942,7.35,9.32,13.6,64.0
I58,2022-04-12 02:00:00,51.4904,5.3942,5.29,6.96,12.06,63.0
I58,2022-04-13 02:00:00,51.4905,5.3942,18.23,21.16,26.28,39.0
I58,2022-04-14 02:00:00,51.4904,5.3941,14.26,15.72,18.86,45.0
I58,2022-04-15 02:00:00,51.4904,5.3941,11.9,13.22,16.76,51.0
I58,2022-04-16 02:00:00,51.4904,5.3941,12.67,14.04,17.34,61.0
I58,2022-04-17 02:00:00,51.4904,5.3941,4.63,5.47,8.3,72.0
I58,2022-04-18 02:00:00,51.4904,5.3941,6.61,7.59,10.32,71.0
I58,2022-04-19 02:00:00,51.4904,5.3941,9.93,11.0,14.53,49.0
I58,2022-04-20 02:00:00,51.4904,5.3941,4.81,5.65,9.6,45.0
I58,2022-04-21 02:00:00,51.4904,5.3941,5.53,6.62,11.13,38.0
I58,2022-04-22 02:00:00,51.4904,5.3941,12.91,14.41,18.39,22.0
I58,2022-04-23 02:00:00,51.4905,5.3941,16.85,18.19,21.68,30.0
I58,2022-04-24 02:00:00,51.4904,5.3941,6.1,6.92,10.24,43.0
I58,2022-04-25 02:00:00,51.4904,5.3941,18.47,20.77,25.53,11.0
I58,2022-04-26 02:00:00,51.4904,5.3941,5.46,6.96,11.21,40.0
I58,2022-04-27 02:00:00,51.4905,5.3941,6.9,8.86,13.55,47.0
I58,2022-04-28 02:00:00,51.4904,5.3941,8.49,11.67,18.67,55.0
I58,2022-04-29 02:00:00,51.4905,5.3941,8.39,11.33,18.8,45.0
I58,2022-04-30 02:00:00,51.4903,5.3941,5.73,7.23,11.67,42.0
I58,2022-05-01 02:00:00,51.4903,5.3941,10.81,12.07,15.83,40.0
I58,2022-05-02 02:00:00,51.4903,5.3941,12.19,13.49,17.15,52.0
I58,2022-05-03 02:00:00,51.4903,5.3941,10.57,12.24,16.26,18.0
I58,2022-05-04 02:00:00,51.4903,5.3941,9.25,12.24,18.12,7.0
I58,2022-05-05 02:00:00,51.4903,5.3941,24.62,28.32,34.11,11.0
I01,2022-06-08 02:00:00,51.4063,5.4574,7.8,10.1,20.14,6.0
I01,2022-06-09 02:00:00,51.4063,5.4574,5.41,9.22,26.68,11.0
I01,2022-06-10 02:00:00,51.4063,5.4574,5.05,8.61,25.51,15.0
I01,2022-06-11 02:00:00,51.4063,5.4574,5.39,9.08,26.02,12.0
I01,2022-06-12 02:00:00,51.4063,5.4573,6.12,9.74,26.16,10.0
I01,2022-06-13 02:00:00,51.4063,5.4574,5.58,8.64,22.2,14.0
I01,2022-06-14 02:00:00,51.4063,5.4574,5.53,8.24,20.27,19.0
I01,2022-06-15 02:00:00,51.4063,5.4574,5.28,7.6,21.21,24.0
I01,2022-06-16 02:00:00,51.4063,5.4574,5.27,6.96,15.98,36.0
I01,2022-06-17 02:00:00,51.4062,5.4573,6.5,8.08,18.71,39.0
I01,2022-06-18 02:00:00,51.4062,5.4573,6.63,9.7,29.77,25.0
I01,2022-06-19 02:00:00,51.4062,5.4573,4.87,8.16,22.2,10.0
I01,2022-06-20 02:00:00,51.4062,5.4573,4.49,7.18,19.1,14.0
I01,2022-06-21 02:00:00,51.4062,5.4573,5.46,7.77,19.23,19.0
I01,2022-06-22 02:00:00,51.4062,5.4573,5.83,7.66,18.84,23.0
I01,2022-06-23 02:00:00,51.4063,5.4574,6.55,9.57,26.87,31.0
I01,2022-06-24 02:00:00,51.4063,5.4574,5.58,6.72,12.44,12.0
I01,2022-06-25 02:00:00,51.4063,5.4574,3.83,4.97,12.74,9.0
I01,2022-06-26 02:00:00,51.4063,5.4574,6.52,8.38,17.23,14.0
I01,2022-06-27 02:00:00,51.4063,5.4574,6.75,8.38,16.34,22.0
I01,2022-06-28 02:00:00,51.4063,5.4574,3.9,5.59,15.06,30.0
I01,2022-06-29 02:00:00,51.4063,5.4574,4.85,6.18,14.25,53.0
I01,2022-06-30 02:00:00,51.4063,5.4574,7.8,9.81,20.19,23.0
I01,2022-07-01 02:00:00,51.4063,5.4574,6.03,8.0,16.8,18.0
I01,2022-07-02 02:00:00,51.4063,5.4574,3.52,4.68,11.57,28.0
I01,2022-07-03 02:00:00,51.4063,5.4574,4.34,5.62,13.28,24.0
I01,2022-07-04 02:00:00,51.4063,5.4573,3.75,5.18,14.81,30.0
I01,2022-07-05 02:00:00,51.4063,5.4574,5.25,7.23,16.86,30.0
I01,2022-07-06 02:00:00,51.4063,5.4574,3.65,4.91,13.22,26.0
I01,2022-07-07 02:00:00,51.4063,5.4574,4.62,7.09,18.32,12.0
I01,2022-07-08 02:00:00,51.4063,5.4574,4.29,6.55,18.43,30.0
I01,2022-07-09 02:00:00,51.4063,5.4574,9.08,11.25,21.43,19.0
I01,2022-07-10 02:00:00,51.4063,5.4574,3.66,5.33,14.82,18.0
I01,2022-07-11 02:00:00,51.4063,5.4574,4.76,5.89,12.86,14.0
I01,2022-07-12 02:00:00,51.4063,5.4574,6.59,7.55,14.09,30.0
I01,2022-07-13 02:00:00,51.4063,5.4574,6.26,8.02,18.87,40.0
I01,2022-07-14 02:00:00,51.4063,5.4574,5.36,8.38,22.0,27.0
I02,2022-05-06 02:00:00,51.4379,5.3582,24.71,27.68,31.38,22.0
I02,2022-05-07 02:00:00,51.4379,5.3582,21.09,23.93,29.33,29.0
I02,2022-05-08 02:00:00,51.4379,5.3582,7.47,10.86,19.22,48.0
I02,2022-05-09 02:00:00,51.4379,5.3581,9.25,11.62,18.99,52.0
I02,2022-05-10 02:00:00,51.4379,5.3582,11.72,13.49,20.66,42.0
I02,2022-05-11 02:00:00,51.4379,5.3582,4.67,6.29,14.24,24.0
I02,2022-05-12 02:00:00,51.4379,5.3581,8.2,10.83,18.44,21.0
I02,2022-05-13 02:00:00,51.4379,5.3582,5.69,8.51,18.83,28.0
I02,2022-05-14 02:00:00,51.4379,5.3581,9.37,13.03,24.13,35.0
I02,2022-05-15 02:00:00,51.4379,5.3581,9.79,13.61,25.04,50.0
I02,2022-05-16 02:00:00,51.4379,5.3581,8.29,10.69,18.31,21.0
I02,2022-05-17 02:00:00,51.4379,5.3582,7.24,9.12,15.21,17.0
I02,2022-05-18 02:00:00,51.4379,5.3581,11.52,13.32,20.01,24.0
I02,2022-05-19 02:00:00,51.4379,5.3581,18.31,20.61,27.32,20.0
I02,2022-05-20 02:00:00,51.4379,5.3581,15.78,18.25,22.85,26.0
I02,2022-05-21 02:00:00,51.4379,5.3581,8.26,11.26,19.57,24.0
I02,2022-05-22 02:00:00,51.4379,5.3582,8.19,10.45,16.91,31.0
I02,2022-05-23 02:00:00,51.4379,5.3581,11.05,12.84,17.93,37.0
I02,2022-05-24 02:00:00,51.4379,5.3582,3.42,4.58,9.72,22.0
I02,2022-05-25 02:00:00,51.4379,5.3581,3.14,4.23,9.73,18.0
I02,2022-05-26 02:00:00,51.4379,5.3581,6.94,9.68,17.02,16.0
I02,2022-05-27 02:00:00,51.4379,5.3581,5.01,7.52,14.31,21.0
I02,2022-05-28 02:00:00,51.4379,5.3581,3.75,5.99,13.0,37.0
I02,2022-05-29 02:00:00,51.4379,5.3581,2.25,3.67,8.19,28.0
I02,2022-05-30 02:00:00,51.4379,5.3582,3.28,4.71,8.78,33.0
I02,2022-05-31 02:00:00,51.4379,5.3582,7.7,8.78,12.15,29.0
I02,2022-06-01 02:00:00,51.4379,5.3581,14.1,15.43,19.35,14.0
I02,2022-06-02 02:00:00,51.4379,5.3582,8.77,9.73,16.09,6.0
I02,2022-06-03 02:00:00,51.4379,5.3582,7.12,8.32,17.19,10.0
I02,2022-06-04 02:00:00,51.4379,5.3582,11.2,13.5,26.76,6.0
I02,2022-06-05 02:00:00,51.4379,5.3582,21.14,25.75,37.8,7.0
I02,2022-06-06 02:00:00,51.4379,5.3582,12.13,15.91,27.23,3.0
I02,2022-06-07 02:00:00,51.4379,5.3582,12.13,14.09,24.26,5.0
I02,2022-06-08 02:00:00,51.4379,5.3582,9.31,11.68,22.63,3.0
I02,2022-06-09 02:00:00,51.4379,5.3582,6.24,10.06,29.03,4.0
I02,2022-06-10 02:00:00,51.4379,5.3582,6.15,9.22,25.09,5.0
I02,2022-06-11 02:00:00,51.4379,5.3582,6.56,10.49,29.13,7.0
I02,2022-06-12 02:00:00,51.4379,5.3582,5.78,9.14,25.3,6.0
I02,2022-06-13 02:00:00,51.4379,5.3582,4.97,7.82,21.8,7.0
I02,2022-06-14 02:00:00,51.4379,5.3582,4.96,7.58,22.21,10.0
I02,2022-06-15 02:00:00,51.4379,5.3582,5.55,8.12,25.54,10.0
I02,2022-06-16 02:00:00,51.4379,5.3582,5.63,7.55,19.62,11.0
I02,2022-06-17 02:00:00,51.4379,5.3582,5.57,6.91,17.16,10.0
I02,2022-06-18 02:00:00,51.4379,5.3582,7.3,10.45,32.46,8.0
I02,2022-06-19 02:00:00,51.4379,5.3582,4.32,8.14,29.83,4.0
I02,2022-06-20 02:00:00,51.4379,5.3582,3.97,6.75,22.05,5.0
I02,2022-06-21 02:00:00,51.4379,5.3582,5.29,7.76,22.2,10.0
I02,2022-06-22 02:00:00,51.4379,5.3582,5.72,7.65,20.73,10.0
I02,2022-06-23 02:00:00,51.4379,5.3582,6.98,9.98,28.18,9.0
I02,2022-06-24 02:00:00,51.4379,5.3582,6.36,7.5,13.34,4.0
I02,2022-06-25 02:00:00,51.4379,5.3582,3.66,4.67,12.24,4.0
I02,2022-06-26 02:00:00,51.4379,5.3582,6.61,8.47,17.21,4.0
I02,2022-06-27 02:00:00,51.4379,5.3582,4.97,6.27,13.66,6.0
I02,2022-06-28 02:00:00,51.4379,5.3582,3.42,5.11,15.77,7.0
I02,2022-06-29 02:00:00,51.4379,5.3582,4.19,5.48,14.25,12.0
I02,2022-06-30 02:00:00,51.4379,5.3582,7.61,9.67,22.14,8.0
I02,2022-07-01 02:00:00,51.4379,5.3582,6.75,8.88,19.73,5.0
I02,2022-07-02 02:00:00,51.4379,5.3582,2.46,3.39,9.99,6.0
I02,2022-07-03 02:00:00,51.4379,5.3582,3.13,4.25,12.08,6.0
I02,2022-07-04 02:00:00,51.4379,5.3582,3.41,4.76,14.15,7.0
I02,2022-07-05 02:00:00,51.4379,5.3582,5.28,6.9,19.1,6.0
I02,2022-07-06 02:00:00,51.4379,5.3582,4.04,5.38,16.18,5.0
I02,2022-07-07 02:00:00,51.4379,5.3582,5.34,8.75,28.48,5.0
I02,2022-07-08 02:00:00,51.4379,5.3582,4.41,7.11,24.29,7.0
I02,2022-07-09 02:00:00,51.4379,5.3582,10.1,12.48,25.97,6.0
I02,2022-07-10 02:00:00,51.4379,5.3582,3.06,4.5,13.9,6.0
I02,2022-07-11 02:00:00,51.4379,5.3582,5.04,6.12,12.34,8.0
I02,2022-07-12 02:00:00,51.4379,5.3582,5.09,5.87,11.83,9.0
