Sensor,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I23,2024-11-09 01:00:00,51.4584,5.405,20.01,22.38,26.86,16.0
I23,2024-11-10 01:00:00,51.4584,5.405,22.19,25.02,29.83,15.0
I23,2024-11-11 01:00:00,51.4584,5.405,12.74,18.47,25.61,18.0
I23,2024-11-12 01:00:00,51.4584,5.405,16.44,18.31,22.07,27.0
I23,2024-11-13 01:00:00,51.4584,5.405,23.22,29.38,34.33,34.0
I23,2024-11-14 01:00:00,51.4584,5.405,6.73,9.18,16.02,35.0
I23,2024-11-15 01:00:00,51.4584,5.405,12.27,13.75,18.38,39.0
I23,2024-11-16 01:00:00,51.4584,5.405,16.04,17.9,24.12,8.0
I23,2024-11-17 01:00:00,51.4584,5.405,6.4,7.94,13.26,13.0
I23,2024-11-18 01:00:00,51.4584,5.405,5.03,5.88,9.79,46.0
I23,2024-11-19 01:00:00,51.4584,5.405,4.98,5.51,8.44,24.0
I23,2024-11-20 01:00:00,51.4584,5.405,2.44,3.26,6.73,33.0
I23,2024-11-21 01:00:00,51.4584,5.405,6.87,8.66,13.85,43.0
I23,2024-11-22 01:00:00,51.4584,5.405,4.22,5.68,10.27,29.0
I23,2024-11-23 01:00:00,51.4584,5.405,4.44,5.62,9.81,9.0
I23,2024-11-24 01:00:00,51.4584,5.405,2.65,3.83,9.67,2.0
I23,2024-11-25 01:00:00,51.4584,5.405,4.38,5.9,11.29,25.0
I23,2024-11-26 01:00:00,51.4584,5.405,7.49,9.79,16.18,33.0
I23,2024-11-27 01:00:00,51.4584,5.405,5.68,7.21,12.01,19.0
I23,2024-11-28 01:00:00,51.4584,5.405,3.27,4.8,9.63,54.0
I23,2024-11-29 01:00:00,51.4584,5.405,11.79,13.63,19.41,42.0
I23,2024-11-30 01:00:00,51.4584,5.405,9.77,10.82,15.01,48.0
I23,2024-12-01 01:00:00,51.4584,5.405,12.32,13.62,17.95,38.0
I23,2024-12-02 01:00:00,51.4584,5.405,7.03,8.94,14.66,27.0
I23,2024-12-03 01:00:00,51.4584,5.405,4.61,6.4,10.96,43.0
I23,2024-12-04 01:00:00,51.4584,5.405,9.39,11.24,17.32,51.0
I23,2024-12-05 01:00:00,51.4584,5.405,11.7,12.6,15.7,10.0
I23,2024-12-06 01:00:00,51.4584,5.405,12.51,16.74,26.0,19.0
I23,2024-12-07 01:00:00,51.4584,5.405,3.76,5.69,10.68,9.0
I23,2024-12-08 01:00:00,51.4584,5.405,5.91,7.14,11.16,16.0
I23,2024-12-09 01:00:00,51.4584,5.405,7.65,8.45,11.47,20.0
I23,2024-12-10 01:00:00,51.4584,5.405,5.93,6.66,10.16,23.0
I23,2024-12-11 01:00:00,51.4584,5.405,19.67,21.56,23.72,30.0
I23,2024-12-12 01:00:00,51.4584,5.405,28.92,37.12,42.9,40.0
I23,2024-12-13 01:00:00,51.4584,5.405,26.98,29.45,30.58,35.0
I23,2024-12-14 01:00:00,51.4584,5.405,24.69,28.83,30.64,21.0
I23,2024-12-15 01:00:00,51.4584,5.405,9.67,11.4,16.67,6.0
I23,2024-12-16 01:00:00,51.4584,5.4049,4.17,5.17,9.5,17.0
I23,2024-12-17 01:00:00,51.4584,5.4049,8.5,9.36,13.34,23.0
I23,2024-12-18 01:00:00,51.4584,5.4049,4.45,5.67,10.21,11.0
I23,2024-12-19 01:00:00,51.4584,5.4049,2.13,3.45,7.99,17.0
I23,2024-12-20 01:00:00,51.4584,5.4049,5.33,8.22,15.35,33.0
I23,2024-12-21 01:00:00,51.4584,5.4049,5.15,7.04,12.2,12.0
I23,2024-12-22 01:00:00,51.4584,5.4049,4.77,7.75,14.44,20.0
I23,2024-12-23 01:00:00,51.4584,5.4049,5.1,8.2,14.93,20.0
I23,2024-12-24 01:00:00,51.4584,5.4049,7.32,9.31,14.24,24.0
I23,2024-12-25 01:00:00,51.4585,5.4049,13.01,14.43,16.41,8.0
I23,2024-12-26 01:00:00,51.4584,5.4049,16.81,18.58,19.95,16.0
I23,2024-12-27 01:00:00,51.4584,5.405,17.55,18.66,20.22,34.0
I23,2024-12-28 01:00:00,51.4584,5.405,19.87,21.07,21.47,25.0
I23,2024-12-29 01:00:00,51.4584,5.4049,25.27,30.72,32.37,16.0
I23,2024-12-30 01:00:00,51.4584,5.4049,12.48,13.54,15.64,8.0
I23,2024-12-31 01:00:00,51.4585,5.4049,10.13,10.88,13.05,8.0
I23,2025-01-01 01:00:00,51.4584,5.405,6.18,6.95,10.34,4.0
I23,2025-01-02 01:00:00,51.4584,5.405,7.03,8.08,11.68,32.0
I23,2025-01-03 01:00:00,51.4584,5.405,2.92,4.22,8.39,34.0
I23,2025-01-04 01:00:00,51.4584,5.405,11.52,13.46,19.79,37.0
I23,2025-01-05 01:00:00,51.4584,5.4049,5.8,6.57,10.01,15.0
I23,2025-01-06 01:00:00,51.4584,5.405,2.09,2.9,6.56,12.0
I23,2025-01-07 01:00:00,51.4584,5.405,1.83,2.6,5.92,28.0
I23,2025-01-08 01:00:00,51.4584,5.405,4.68,6.26,11.31,46.0
I23,2025-01-09 01:00:00,51.4584,5.405,6.41,7.58,11.76,48.0
I24,2024-11-01 01:00:00,51.4444,5.4788,22.88,28.75,35.43,30.0
I24,2024-11-02 01:00:00,51.4444,5.4788,10.17,13.31,20.4,16.0
I24,2024-11-03 01:00:00,51.4444,5.4788,13.81,15.65,19.57,23.0
I24,2024-11-04 01:00:00,51.4445,5.4788,13.87,15.43,20.03,37.0
I24,2024-11-05 01:00:00,51.4446,5.4787,20.06,24.96,31.61,38.0
I24,2024-11-06 01:00:00,51.4445,5.4787,20.55,29.59,38.69,34.0
I24,2024-11-07 01:00:00,51.4445,5.4787,22.73,31.8,41.57,42.0
I24,2024-11-08 01:00:00,51.4445,5.4787,24.75,29.38,33.26,22.0
I24,2024-11-09 01:00:00,51.4445,5.4787,20.86,23.88,29.43,14.0
I24,2024-11-10 01:00:00,51.4444,5.4787,25.18,29.85,36.47,21.0
I24,2024-11-17 01:00:00,51.4445,5.4787,1.34,2.58,7.6,11.0
I24,2024-11-18 01:00:00,51.4445,5.4788,4.48,5.57,10.19,37.0
I24,2024-11-19 01:00:00,51.4445,5.4788,3.69,4.32,8.04,33.0
I24,2024-11-20 01:00:00,51.4445,5.4788,0.74,1.66,5.95,37.0
I24,2024-11-21 01:00:00,51.4445,5.4787,5.09,7.12,13.09,55.0
I24,2024-11-22 01:00:00,51.4446,5.4788,2.27,3.83,9.1,37.0
I24,2024-11-23 01:00:00,51.4445,5.4788,3.59,5.04,9.34,11.0
I24,2024-11-24 01:00:00,51.4446,5.4789,0.6,1.85,8.99,4.0
I24,2024-11-25 01:00:00,51.4445,5.4788,2.47,4.01,10.22,22.0
I24,2024-11-26 01:00:00,51.4446,5.4789,5.68,7.57,13.44,11.0
I24,2024-11-27 01:00:00,51.4445,5.4788,5.3,7.35,13.77,7.0
I24,2024-11-28 01:00:00,51.4445,5.4787,5.64,8.21,15.01,36.0
I24,2024-11-29 01:00:00,51.4443,5.4788,13.03,15.58,22.56,35.0
I24,2024-11-30 01:00:00,51.4446,5.4788,11.38,13.32,19.18,28.0
I24,2024-12-01 01:00:00,51.4446,5.4788,13.3,15.35,21.01,25.0
I24,2024-12-02 01:00:00,51.4445,5.4788,5.9,8.24,15.14,15.0
I24,2024-12-03 01:00:00,51.4445,5.4787,5.52,8.31,15.43,32.0
I24,2024-12-04 01:00:00,51.4446,5.4788,9.97,12.74,20.58,38.0
I24,2024-12-05 01:00:00,51.4445,5.4788,8.75,9.89,14.08,12.0
I24,2024-12-06 01:00:00,51.4445,5.4787,7.6,13.43,26.4,15.0
I24,2024-12-07 01:00:00,51.4444,5.4787,4.26,7.08,13.77,8.0
I24,2024-12-08 01:00:00,51.4445,5.4787,5.03,6.43,10.94,12.0
I24,2024-12-09 01:00:00,51.4446,5.4789,6.23,7.1,9.9,10.0
I24,2024-12-10 01:00:00,51.4446,5.4788,4.05,4.83,8.17,8.0
I24,2024-12-11 01:00:00,51.4444,5.4789,18.81,20.69,23.78,13.0
I24,2024-12-12 01:00:00,51.4442,5.479,33.27,43.06,50.2,29.0
I24,2024-12-13 01:00:00,51.4444,5.4788,28.62,31.36,33.22,29.0
I24,2024-12-14 01:00:00,51.4445,5.4788,28.78,33.65,36.76,21.0
I24,2024-12-15 01:00:00,51.4445,5.4788,8.65,11.04,17.97,11.0
I24,2024-12-16 01:00:00,51.4446,5.4789,3.87,5.42,10.98,15.0
I24,2024-12-17 01:00:00,51.4444,5.4788,8.78,10.19,14.89,17.0
I24,2024-12-18 01:00:00,51.4447,5.4788,3.81,5.46,11.05,11.0
I24,2024-12-19 01:00:00,51.4445,5.4787,2.67,4.59,10.22,15.0
I24,2024-12-20 01:00:00,51.4446,5.4788,6.75,11.06,21.69,22.0
I24,2024-12-21 01:00:00,51.4448,5.4789,4.89,7.59,14.72,12.0
I24,2024-12-22 01:00:00,51.4446,5.4789,5.25,9.17,17.54,12.0
I24,2024-12-23 01:00:00,51.4446,5.4788,6.1,10.25,19.06,19.0
I24,2024-12-24 01:00:00,51.4446,5.4788,8.08,10.93,18.05,19.0
I24,2024-12-25 01:00:00,51.4447,5.4788,13.46,15.07,17.91,11.0
I24,2024-12-26 01:00:00,51.4446,5.4788,17.12,18.84,20.0,15.0
I24,2024-12-27 01:00:00,51.4445,5.4789,16.63,17.89,20.46,29.0
I24,2024-12-28 01:00:00,51.4445,5.4788,23.6,25.55,26.44,24.0
I24,2024-12-29 01:00:00,51.4444,5.4788,29.62,36.64,40.88,14.0
I24,2024-12-30 01:00:00,51.4445,5.4788,12.89,14.1,16.92,8.0
I24,2024-12-31 01:00:00,51.4445,5.4787,11.86,13.44,17.13,5.0
I24,2025-01-01 01:00:00,51.4445,5.4787,6.13,7.29,11.68,5.0
I24,2025-01-02 01:00:00,51.4444,5.4787,7.58,9.07,13.65,21.0
I24,2025-01-03 01:00:00,51.4445,5.4788,3.61,5.4,10.73,24.0
I24,2025-01-04 01:00:00,51.4445,5.4788,12.44,15.34,23.42,28.0
I24,2025-01-05 01:00:00,51.4446,5.4788,5.6,6.55,10.37,14.0
I24,2025-01-06 01:00:00,51.4445,5.4787,1.53,2.66,7.06,8.0
I24,2025-01-07 01:00:00,51.4445,5.4788,1.77,2.79,6.98,18.0
I24,2025-01-08 01:00:00,51.4446,5.4789,4.87,6.94,13.0,29.0
I24,2025-01-09 01:00:00,51.4445,5.4788,6.52,8.02,13.25,32.0
I25,2024-11-01 01:00:00,51.4546,5.3887,19.68,23.95,28.89,16.0
I25,2024-11-02 01:00:00,51.4547,5.3887,9.36,12.2,20.05,16.0
I25,2024-11-03 01:00:00,51.4546,5.3887,7.8,8.89,12.41,17.0
I25,2024-11-04 01:00:00,51.4545,5.3888,10.23,11.4,15.43,28.0
I25,2024-11-05 01:00:00,51.4546,5.3887,17.87,23.18,30.07,31.0
I25,2024-11-06 01:00:00,51.4546,5.3887,20.19,29.9,39.94,30.0
I25,2024-11-07 01:00:00,51.4547,5.3887,22.29,32.68,44.2,36.0
I25,2024-11-08 01:00:00,51.4546,5.3887,22.92,27.18,31.02,23.0
I25,2024-11-09 01:00:00,51.4545,5.3888,17.52,20.28,25.61,12.0
I25,2024-11-10 01:00:00,51.4545,5.3888,19.5,22.78,28.08,11.0
I25,2024-11-11 01:00:00,51.4545,5.3888,10.86,17.05,26.38,17.0
I25,2024-11-12 01:00:00,51.4545,5.3888,14.58,16.93,21.45,17.0
I25,2024-11-13 01:00:00,51.4546,5.3887,20.03,26.65,33.37,22.0
I25,2024-11-14 01:00:00,51.4546,5.3888,5.38,7.72,15.12,19.0
I25,2024-11-15 01:00:00,51.4546,5.3887,10.75,12.32,17.07,19.0
I25,2024-11-16 01:00:00,51.4545,5.3887,13.94,15.78,21.87,13.0
I25,2024-11-17 01:00:00,51.4545,5.3888,5.19,6.64,12.42,12.0
I25,2024-11-18 01:00:00,51.4545,5.3888,4.06,4.9,8.93,28.0
I25,2024-11-19 01:00:00,51.4545,5.3887,3.71,4.15,7.35,18.0
I25,2024-11-20 01:00:00,51.4546,5.3887,1.39,2.07,5.78,24.0
I25,2024-11-21 01:00:00,51.4545,5.3888,5.97,7.71,13.1,31.0
I25,2024-11-22 01:00:00,51.4545,5.3887,3.26,4.51,9.32,25.0
I25,2024-11-23 01:00:00,51.4545,5.3888,3.55,4.9,9.54,11.0
I25,2024-11-24 01:00:00,51.4545,5.3888,1.22,2.29,8.99,5.0
I25,2024-11-25 01:00:00,51.4546,5.3887,2.92,4.16,10.08,16.0
I29,2024-11-01 01:00:00,51.4351,5.4798,28.24,32.04,37.27,14.0
I29,2024-11-02 01:00:00,51.4352,5.4799,14.17,17.51,24.96,19.0
I29,2024-11-03 01:00:00,51.4352,5.48,13.1,14.97,19.44,19.0
I29,2024-11-04 01:00:00,51.4352,5.4799,11.44,12.74,17.4,28.0
I29,2024-11-05 01:00:00,51.435,5.4798,23.27,27.23,32.7,28.0
I29,2024-11-06 01:00:00,51.4351,5.4798,29.79,36.92,41.83,28.0
I29,2024-11-07 01:00:00,51.4351,5.4798,31.61,38.86,45.54,38.0
I29,2024-11-08 01:00:00,51.4351,5.4799,28.97,31.72,34.49,24.0
I29,2024-11-09 01:00:00,51.4351,5.4799,20.62,22.76,28.06,10.0
I29,2024-11-10 01:00:00,51.4351,5.4798,24.94,27.88,34.07,12.0
I29,2024-11-11 01:00:00,51.4351,5.4798,17.44,23.27,31.97,21.0
I29,2024-11-12 01:00:00,51.4351,5.4798,16.5,18.32,22.12,12.0
I29,2024-11-13 01:00:00,51.4351,5.4798,29.66,36.38,42.12,29.0
I29,2024-11-14 01:00:00,51.4351,5.4798,7.4,10.74,18.86,33.0
I29,2024-11-15 01:00:00,51.4351,5.4798,11.7,13.31,18.37,23.0
I29,2024-11-16 01:00:00,51.4351,5.4798,14.47,16.3,22.6,8.0
I29,2024-11-17 01:00:00,51.4351,5.4798,6.31,8.16,13.86,14.0
I29,2024-11-18 01:00:00,51.4351,5.4798,4.52,5.51,9.56,35.0
I29,2024-11-19 01:00:00,51.4351,5.4797,3.53,4.16,7.46,25.0
I29,2024-11-20 01:00:00,51.4351,5.4797,2.46,3.38,6.96,39.0
I29,2024-11-21 01:00:00,51.4351,5.4797,7.21,9.09,14.87,46.0
I29,2024-11-22 01:00:00,51.4351,5.4797,4.31,5.87,10.63,40.0
I29,2024-11-23 01:00:00,51.4351,5.4797,3.55,4.68,8.74,9.0
I29,2024-11-24 01:00:00,51.4351,5.4798,1.84,3.25,9.59,1.0
I29,2024-11-25 01:00:00,51.4351,5.4798,3.49,5.22,10.95,19.0
I29,2024-11-26 01:00:00,51.4351,5.4798,6.46,9.06,16.0,30.0
I29,2024-11-27 01:00:00,51.4351,5.4798,4.72,6.44,11.91,28.0
I29,2024-11-28 01:00:00,51.4351,5.4798,5.82,8.03,14.7,66.0
I29,2024-11-29 01:00:00,51.4351,5.4798,10.99,13.04,19.45,37.0
I29,2024-11-30 01:00:00,51.4351,5.4798,8.37,9.57,14.32,35.0
I29,2024-12-01 01:00:00,51.4351,5.4798,10.72,12.08,16.84,28.0
I29,2024-12-02 01:00:00,51.4351,5.4798,5.79,7.86,13.25,16.0
I29,2024-12-03 01:00:00,51.4351,5.4798,5.52,7.92,13.95,49.0
I29,2024-12-04 01:00:00,51.4351,5.4798,8.3,10.48,16.83,51.0
I29,2024-12-05 01:00:00,51.4351,5.4798,7.27,8.13,11.63,15.0
I29,2024-12-06 01:00:00,51.4351,5.4798,7.95,12.9,23.56,25.0
I29,2024-12-07 01:00:00,51.4351,5.4798,3.98,6.23,11.53,10.0
I29,2024-12-08 01:00:00,51.4351,5.4798,5.78,7.17,11.84,13.0
I29,2024-12-09 01:00:00,51.4351,5.4799,6.63,7.39,10.3,10.0
I29,2024-12-10 01:00:00,51.4351,5.4798,4.03,4.69,7.75,9.0
I29,2024-12-11 01:00:00,51.4351,5.4798,19.08,20.63,23.07,13.0
I29,2024-12-12 01:00:00,51.435,5.4798,37.76,46.0,51.49,26.0
I29,2024-12-13 01:00:00,51.435,5.4798,27.25,29.04,30.81,24.0
I29,2024-12-14 01:00:00,51.4351,5.4799,29.8,33.0,34.71,18.0
I29,2024-12-15 01:00:00,51.4351,5.4798,7.47,9.36,15.02,7.0
I29,2024-12-16 01:00:00,51.4351,5.4798,3.33,4.56,9.04,17.0
I29,2024-12-17 01:00:00,51.4351,5.4798,5.61,6.49,10.42,14.0
I29,2024-12-18 01:00:00,51.4351,5.4798,3.33,4.69,9.27,7.0
I29,2024-12-19 01:00:00,51.4351,5.4798,2.75,4.41,9.39,29.0
I29,2024-12-20 01:00:00,51.4351,5.4798,6.16,9.65,17.76,39.0
I29,2024-12-21 01:00:00,51.4351,5.4798,4.52,6.69,12.12,22.0
I29,2024-12-22 01:00:00,51.4351,5.4798,5.82,9.13,16.4,35.0
I29,2024-12-23 01:00:00,51.4351,5.4798,6.8,10.71,18.76,31.0
I29,2024-12-24 01:00:00,51.4351,5.4798,7.05,9.36,14.97,12.0
I29,2024-12-25 01:00:00,51.4352,5.4798,12.21,13.42,15.67,3.0
I29,2024-12-26 01:00:00,51.4353,5.4798,18.29,19.84,21.06,13.0
I29,2024-12-27 01:00:00,51.4351,5.4798,16.14,17.22,19.48,33.0
I29,2024-12-28 01:00:00,51.4351,5.4798,20.98,22.07,22.69,23.0
I29,2024-12-29 01:00:00,51.4351,5.4798,30.85,35.93,37.41,14.0
I29,2024-12-30 01:00:00,51.4351,5.4798,11.28,12.14,14.56,11.0
I29,2024-12-31 01:00:00,51.4351,5.4798,9.72,10.58,13.24,10.0
I29,2025-01-01 01:00:00,51.4351,5.4798,5.7,6.66,10.31,18.0
I29,2025-01-02 01:00:00,51.4351,5.4798,6.52,7.7,11.92,39.0
I29,2025-01-03 01:00:00,51.4351,5.4798,3.52,4.94,9.16,40.0
I29,2025-01-04 01:00:00,51.4351,5.4798,10.06,12.31,19.08,23.0
I29,2025-01-05 01:00:00,51.4352,5.4799,4.22,5.02,8.49,8.0
I29,2025-01-06 01:00:00,51.4353,5.4799,1.55,2.47,6.41,13.0
I29,2025-01-07 01:00:00,51.4353,5.4799,1.71,2.49,6.12,36.0
I29,2025-01-08 01:00:00,51.4353,5.4799,4.38,6.1,11.01,40.0
I29,2025-01-09 01:00:00,51.4352,5.4799,5.48,6.73,11.1,52.0
I30,2024-11-01 01:00:00,51.4373,5.4512,29.26,33.74,39.2,19.0
I30,2024-11-02 01:00:00,51.4375,5.4516,14.9,18.15,24.93,14.0
I30,2024-11-03 01:00:00,51.4375,5.4517,13.12,14.54,18.52,20.0
I30,2024-11-04 01:00:00,51.4375,5.4517,15.4,16.8,21.09,30.0
I30,2024-11-05 01:00:00,51.4374,5.4513,24.89,29.46,34.91,29.0
I30,2024-11-06 01:00:00,51.4374,5.4514,29.78,38.49,44.78,29.0
I30,2024-11-07 01:00:00,51.4374,5.4515,31.97,40.34,49.18,37.0
I30,2024-11-08 01:00:00,51.4374,5.4514,32.1,35.67,38.42,28.0
I30,2024-11-09 01:00:00,51.4374,5.4514,25.29,27.85,32.98,15.0
I30,2024-11-10 01:00:00,51.4374,5.4514,28.46,31.91,37.58,15.0
I30,2024-11-11 01:00:00,51.4374,5.4515,17.57,23.98,32.6,14.0
I30,2024-11-12 01:00:00,51.4374,5.4514,20.49,22.51,26.29,11.0
I30,2024-11-13 01:00:00,51.4374,5.4514,30.1,37.42,43.7,30.0
I30,2024-11-14 01:00:00,51.4373,5.4512,8.93,12.09,19.99,34.0
I30,2024-11-15 01:00:00,51.4374,5.4514,14.85,16.48,21.8,36.0
I30,2024-11-16 01:00:00,51.4374,5.4515,18.42,20.35,27.51,11.0
I30,2024-11-17 01:00:00,51.4374,5.4515,8.01,9.86,15.9,8.0
I30,2024-11-18 01:00:00,51.4374,5.4515,6.57,7.67,12.08,40.0
I30,2024-11-19 01:00:00,51.4374,5.4515,5.74,6.33,9.33,26.0
I30,2024-11-20 01:00:00,51.4374,5.4515,4.08,5.21,9.39,29.0
I30,2024-11-21 01:00:00,51.4374,5.4515,9.02,11.15,17.46,45.0
I30,2024-11-22 01:00:00,51.4374,5.4515,5.53,7.17,12.31,23.0
I30,2024-11-23 01:00:00,51.4374,5.4515,4.94,6.4,10.65,10.0
I30,2024-11-24 01:00:00,51.4374,5.4514,2.9,4.26,9.64,4.0
I30,2024-11-25 01:00:00,51.4374,5.4514,4.95,6.63,12.0,20.0
I30,2024-11-26 01:00:00,51.4374,5.4514,8.98,11.65,19.38,27.0
I30,2024-11-27 01:00:00,51.4375,5.4516,6.84,8.62,14.64,16.0
I30,2024-11-28 01:00:00,51.4375,5.4517,6.67,8.74,14.43,45.0
I30,2024-11-29 01:00:00,51.4375,5.4516,14.39,16.46,23.49,41.0
I30,2024-11-30 01:00:00,51.4374,5.4515,11.79,13.09,18.25,35.0
I30,2024-12-01 01:00:00,51.4374,5.4515,14.0,15.45,20.16,27.0
I30,2024-12-02 01:00:00,51.4374,5.4514,7.94,9.94,15.93,16.0
I30,2024-12-03 01:00:00,51.4374,5.4514,7.12,9.47,15.71,37.0
I30,2024-12-04 01:00:00,51.4375,5.4515,11.09,13.35,20.29,44.0
I30,2024-12-05 01:00:00,51.4374,5.4515,9.34,10.3,14.24,12.0
I30,2024-12-06 01:00:00,51.4375,5.4516,9.43,14.35,25.31,16.0
I30,2024-12-07 01:00:00,51.4374,5.4514,4.89,7.14,12.8,9.0
I30,2024-12-08 01:00:00,51.4373,5.4512,8.1,9.48,14.1,13.0
I30,2024-12-09 01:00:00,51.4374,5.4515,9.8,10.6,13.65,12.0
I30,2024-12-10 01:00:00,51.4374,5.4515,7.02,7.76,11.67,10.0
I30,2024-12-11 01:00:00,51.4374,5.4515,22.89,24.86,27.7,23.0
I30,2024-12-12 01:00:00,51.4374,5.4516,35.93,45.65,52.79,38.0
I30,2024-12-13 01:00:00,51.4375,5.4517,30.53,32.9,34.31,35.0
I30,2024-12-14 01:00:00,51.4375,5.4516,30.94,35.0,37.1,21.0
I30,2024-12-15 01:00:00,51.4375,5.4517,10.79,12.78,18.78,8.0
I30,2024-12-16 01:00:00,51.4375,5.4517,6.08,7.41,12.44,14.0
I30,2024-12-17 01:00:00,51.4375,5.4517,9.82,10.98,15.9,23.0
I30,2024-12-18 01:00:00,51.4375,5.4516,5.38,6.78,11.56,11.0
I30,2024-12-19 01:00:00,51.4375,5.4517,3.87,5.48,10.29,17.0
I30,2024-12-20 01:00:00,51.4375,5.4517,7.54,11.09,19.95,25.0
I30,2024-12-21 01:00:00,51.4375,5.4517,6.6,8.92,15.2,12.0
I30,2024-12-22 01:00:00,51.4374,5.4515,6.88,10.23,17.77,11.0
I30,2024-12-23 01:00:00,51.4374,5.4515,7.94,11.62,19.86,21.0
I30,2024-12-24 01:00:00,51.4373,5.4514,9.56,12.0,18.26,25.0
I30,2024-12-25 01:00:00,51.4375,5.4516,16.52,18.01,20.38,15.0
I30,2024-12-26 01:00:00,51.4375,5.4517,22.4,24.55,25.49,21.0
I30,2024-12-27 01:00:00,51.4375,5.4516,20.21,21.43,23.49,39.0
I30,2024-12-28 01:00:00,51.4375,5.4517,24.64,26.32,26.68,31.0
I30,2024-12-29 01:00:00,51.4375,5.4517,29.94,35.67,38.58,19.0
I30,2024-12-30 01:00:00,51.4375,5.4517,13.79,14.79,17.2,10.0
I30,2024-12-31 01:00:00,51.4375,5.4517,11.63,12.6,15.69,6.0
I30,2025-01-01 01:00:00,51.4375,5.4517,7.61,8.51,12.2,3.0
I30,2025-01-02 01:00:00,51.4374,5.4514,9.62,11.01,15.62,22.0
I30,2025-01-03 01:00:00,51.4373,5.4514,5.59,7.37,12.77,21.0
I30,2025-01-04 01:00:00,51.4373,5.4514,13.71,16.19,23.84,34.0
I30,2025-01-05 01:00:00,51.4373,5.4514,6.84,7.67,11.51,14.0
I30,2025-01-06 01:00:00,51.4374,5.4514,3.1,4.05,7.86,8.0
I30,2025-01-07 01:00:00,51.4375,5.4517,3.31,4.23,7.78,19.0
I30,2025-01-08 01:00:00,51.4375,5.4517,6.45,8.28,13.9,38.0
I30,2025-01-09 01:00:00,51.4375,5.4517,8.96,10.39,15.35,36.0
I32,2024-11-01 01:00:00,51.4798,5.4751,21.65,26.59,30.7,17.0
I32,2024-11-02 01:00:00,51.4798,5.4751,10.69,13.65,19.59,12.0
I32,2024-11-03 01:00:00,51.4798,5.4751,12.28,13.74,17.12,19.0
I32,2024-11-04 01:00:00,51.4798,5.4751,14.37,15.76,19.24,27.0
I32,2024-11-05 01:00:00,51.4797,5.4751,18.59,23.01,27.64,27.0
I32,2024-11-06 01:00:00,51.4797,5.4751,21.07,30.95,40.21,29.0
I32,2024-11-07 01:00:00,51.4797,5.4751,23.06,34.09,44.76,38.0
I32,2024-11-08 01:00:00,51.4797,5.4751,24.39,28.98,31.71,16.0
I32,2024-11-09 01:00:00,51.4797,5.4751,20.28,23.28,28.05,10.0
I32,2024-11-10 01:00:00,51.4797,5.4751,20.87,24.55,29.16,12.0
I32,2024-11-11 01:00:00,51.4797,5.4751,11.36,17.22,24.69,10.0
I32,2024-11-12 01:00:00,51.4797,5.4751,16.42,18.85,22.04,12.0
I32,2024-11-13 01:00:00,51.4797,5.4751,20.67,28.24,34.6,29.0
I32,2024-11-14 01:00:00,51.4797,5.4751,5.31,7.38,13.03,18.0
I32,2024-11-15 01:00:00,51.4797,5.4751,12.18,13.59,17.26,23.0
I32,2024-11-16 01:00:00,51.4797,5.4751,16.62,18.48,23.67,9.0
I32,2024-11-17 01:00:00,51.4797,5.4751,6.26,7.71,12.71,8.0
I32,2024-11-18 01:00:00,51.4797,5.4751,5.07,6.04,9.48,31.0
I32,2024-11-19 01:00:00,51.4797,5.4751,5.21,5.67,8.35,22.0
I32,2024-11-20 01:00:00,51.4797,5.4751,2.35,2.95,5.94,24.0
I32,2024-11-21 01:00:00,51.4797,5.4751,6.53,8.02,12.34,39.0
I32,2024-11-22 01:00:00,51.4797,5.4751,4.03,5.29,9.32,25.0
I32,2024-11-23 01:00:00,51.4797,5.4751,4.91,6.11,9.98,9.0
I32,2024-11-24 01:00:00,51.4797,5.4751,1.79,2.8,8.59,1.0
I32,2024-11-25 01:00:00,51.4797,5.4751,3.71,4.91,9.9,14.0
I32,2024-11-26 01:00:00,51.4797,5.4751,7.58,9.64,15.29,23.0
I32,2024-11-27 01:00:00,51.4797,5.4751,5.84,7.23,12.01,18.0
I32,2024-11-28 01:00:00,51.4797,5.4751,4.08,5.54,10.55,43.0
I32,2024-11-29 01:00:00,51.4797,5.4751,12.17,13.95,18.95,34.0
I32,2024-11-30 01:00:00,51.4797,5.4751,11.2,12.39,16.55,32.0
I32,2024-12-01 01:00:00,51.4797,5.4751,13.27,14.77,18.86,27.0
I32,2024-12-02 01:00:00,51.4797,5.4751,6.63,8.2,13.33,10.0
I32,2024-12-03 01:00:00,51.4797,5.4751,3.92,5.32,9.32,29.0
I32,2024-12-04 01:00:00,51.4797,5.4751,9.4,11.21,16.48,42.0
I32,2024-12-05 01:00:00,51.4797,5.4751,9.02,10.02,13.03,12.0
I32,2024-12-06 01:00:00,51.4797,5.4751,6.69,10.49,18.77,13.0
I32,2024-12-07 01:00:00,51.4797,5.4751,3.38,5.15,10.06,6.0
I32,2024-12-08 01:00:00,51.4797,5.4751,6.28,7.58,11.33,8.0
I32,2024-12-09 01:00:00,51.4797,5.4751,8.24,9.18,11.89,6.0
I32,2024-12-10 01:00:00,51.4797,5.4751,6.27,6.95,10.13,6.0
I32,2024-12-11 01:00:00,51.4797,5.4751,19.45,22.13,24.59,11.0
I32,2024-12-12 01:00:00,51.4797,5.4751,25.31,34.53,40.96,26.0
